name,address,city,state,zip_code,phone,county,region,latitude,longitude,license_number,license_status,care_types,availability_status,pricing_type,is_claimed,is_verified,violations,review_count,google_review_count,facility_type,discovery_source,discovery_date,enrichment_completed
Dallas Cascade Manor,4232 Maple Ave,Dallas,OR,97338,(503) 288-4686,Polk,Southwest Oregon,44.945431348256264,-123.29892537081234,OR-ALF-50027,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564395,False
Dallas Cascade Manor,6819 Forest Ave,Dallas,OR,97338,(541) 790-6553,Polk,Southwest Oregon,44.91110175450269,-123.33985846768216,OR-ALF-50028,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564410,False
Linn Springs Senior Care,256 Broadway,Albany,OR,97321,(541) 686-8645,Linn,Southwest Oregon,44.58960745132326,-123.06227559763653,OR-ALF-50029,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564439,False
Willamette Linn Senior Care,6442 Broadway,Albany,OR,97321,(971) 582-9517,Linn,Southwest Oregon,44.606056917571216,-123.12132537303772,OR-ALF-50030,Active,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564456,False
Willamette Linn Senior Care,3001 Broadway,Albany,OR,97321,(971) 372-7789,Linn,Southwest Oregon,44.638163385774774,-123.13564496024054,OR-ALF-50031,Active,"['Independent Living', 'Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564468,False
Linn Springs Senior Care,6595 Douglas Dr,Albany,OR,97321,(971) 482-2866,Linn,Southwest Oregon,44.60014543629481,-123.08922391874573,OR-ALF-50032,Active,"['Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564477,False
Benton Senior Living,6752 Pioneer Way,Corvallis,OR,97330,(503) 831-5997,Benton,Southwest Oregon,44.52509641860699,-123.25036187668411,OR-ALF-50033,Active,"['Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564491,False
Willamette Benton Senior Care,8452 Douglas Dr,Corvallis,OR,97330,(503) 286-9577,Benton,Southwest Oregon,44.523780345808355,-123.30373835256869,OR-ALF-50034,Active,"['Assisted Living', 'Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564501,False
Corvallis Ridge Assisted Living,1548 Valley View Dr,Corvallis,OR,97330,(971) 633-9787,Benton,Southwest Oregon,44.532391473537075,-123.21431737499704,OR-ALF-50035,Active,"['Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564509,False
Willamette Benton Senior Care,2811 Cedar St,Corvallis,OR,97330,(503) 564-9009,Benton,Southwest Oregon,44.57928980497595,-123.30914507346179,OR-ALF-50036,Active,"['Independent Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564521,False
Newport Pines Community,2758 Valley View Dr,Newport,OR,97365,(503) 346-8020,Lincoln,Southwest Oregon,44.61744074594886,-124.10241116133355,OR-ALF-50037,Active,"['Memory Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564532,False
Newport Pines Community,7823 Oregon St,Newport,OR,97365,(503) 628-8410,Lincoln,Southwest Oregon,44.612960592510966,-124.05339647778894,OR-ALF-50038,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564546,False
Oregon Lincoln Care Center,5671 Douglas Dr,Newport,OR,97365,(541) 679-1080,Lincoln,Southwest Oregon,44.61412841396155,-124.03021220589493,OR-ALF-50039,Active,"['Skilled Nursing', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564554,False
Eugene Cascade Manor,1401 Douglas Dr,Eugene,OR,97401,(971) 241-1498,Lane,Southwest Oregon,44.07219248904639,-123.10528124125031,OR-ALF-50040,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564564,False
Lane Senior Living,7261 Oregon St,Eugene,OR,97401,(541) 853-4054,Lane,Southwest Oregon,44.00432639294944,-123.06066633794079,OR-ALF-50041,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564573,False
Lane Manor,7204 Mountain View Rd,Eugene,OR,97401,(541) 476-5282,Lane,Southwest Oregon,44.024561126674556,-123.12248313301204,OR-ALF-50042,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564580,False
Roseburg Oregon Trail Senior Living,2884 Valley View Dr,Roseburg,OR,97470,(971) 549-3563,Douglas,Southwest Oregon,43.2025952200332,-123.37803608019328,OR-ALF-50043,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564588,False
Roseburg Cascade Manor,8225 Valley View Dr,Roseburg,OR,97470,(971) 259-7586,Douglas,Southwest Oregon,43.240081390429815,-123.35829975749864,OR-ALF-50044,Active,"['Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564596,False
Coos Bay Oregon Trail Senior Living,3605 Oregon St,Coos Bay,OR,97420,(971) 346-4354,Coos,Southwest Oregon,43.33848292390551,-124.19793559881505,OR-ALF-50045,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564603,False
Coos Bay Heights Retirement,9534 Oak St,Coos Bay,OR,97420,(503) 839-3232,Coos,Southwest Oregon,43.339618028269385,-124.25669497437318,OR-ALF-50046,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564616,False
Gold Beach Assisted Living,973 Cedar St,Gold Beach,OR,97444,(503) 365-6222,Curry,Southwest Oregon,42.41524630063587,-124.4388821312127,OR-ALF-50047,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564627,False
Curry Springs Senior Care,5698 Douglas Dr,Gold Beach,OR,97444,(541) 571-4920,Curry,Southwest Oregon,42.400298911797464,-124.4249191261627,OR-ALF-50048,Active,"['Independent Living', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564635,False
Curry Memory Care Center,6773 Broadway,Gold Beach,OR,97444,(541) 442-4420,Curry,Southwest Oregon,42.385594232744566,-124.38999757403873,OR-ALF-50049,Active,"['Independent Living', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564643,False
Gold Beach Ridge Assisted Living,2092 Valley View Dr,Gold Beach,OR,97444,(503) 256-3279,Curry,Southwest Oregon,42.38164184345457,-124.43071311910457,OR-ALF-50050,Active,"['Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564661,False
Curry Manor,5919 Cascade Dr,Gold Beach,OR,97444,(503) 632-9127,Curry,Southwest Oregon,42.39228374707187,-124.42631184772537,OR-ALF-50051,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564669,False
Medford Gardens Senior Community,3240 Cedar St,Medford,OR,97501,(541) 667-7744,Jackson,Southwest Oregon,42.3370022662008,-122.90898438641103,OR-ALF-50052,Active,"['Independent Living', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564677,False
Jackson Senior Living,6588 Mountain View Rd,Medford,OR,97501,(503) 731-7715,Jackson,Southwest Oregon,42.358190863672,-122.89460289624903,OR-ALF-50053,Active,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564685,False
Josephine Manor,999 Oak St,Grants Pass,OR,97526,(971) 648-9282,Josephine,Southwest Oregon,42.39727215178427,-123.38000418716973,OR-ALF-50054,Active,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564700,False
Josephine Springs Senior Care,7062 Pioneer Way,Grants Pass,OR,97526,(541) 302-4464,Josephine,Southwest Oregon,42.39488725767417,-123.29890162543678,OR-ALF-50055,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564708,False
Pacific Grants Pass Senior Living,9919 Pioneer Way,Grants Pass,OR,97526,(971) 862-9944,Josephine,Southwest Oregon,42.42464757557838,-123.32728220542916,OR-ALF-50056,Active,"['Assisted Living', 'Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564716,False
Josephine Senior Living,2470 Douglas Dr,Grants Pass,OR,97526,(503) 211-5349,Josephine,Southwest Oregon,42.45325798061371,-123.37528072554248,OR-ALF-50057,Active,"['Memory Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564724,False
Josephine Senior Living,1975 Willamette St,Grants Pass,OR,97526,(971) 320-5609,Josephine,Southwest Oregon,42.480540316644245,-123.30099317347691,OR-ALF-50058,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564732,False
Bend Gardens Senior Community,9846 Pine St,Bend,OR,97701,(541) 869-3741,Deschutes,Central Oregon,44.05788995219931,-121.27336573613518,OR-ALF-50059,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564740,False
Willamette Deschutes Senior Care,6519 Cedar St,Bend,OR,97701,(541) 641-3527,Deschutes,Central Oregon,44.019763030590305,-121.27380529892535,OR-ALF-50060,Active,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564748,False
Deschutes Valley Senior Village,2248 Valley View Dr,Bend,OR,97701,(541) 206-7092,Deschutes,Central Oregon,44.046459174561456,-121.31530890355853,OR-ALF-50061,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564755,False
Jefferson Springs Senior Care,6403 Forest Ave,Madras,OR,97741,(541) 850-6790,Jefferson,Central Oregon,44.661944251100365,-121.10654276807699,OR-ALF-50062,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564766,False
Madras Oregon Trail Senior Living,2547 Fir St,Madras,OR,97741,(541) 631-4044,Jefferson,Central Oregon,44.597946259021704,-121.17893668005703,OR-ALF-50063,Active,"['Memory Care', 'Independent Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564781,False
Jefferson Memory Care Center,3073 Broadway,Madras,OR,97741,(971) 991-3715,Jefferson,Central Oregon,44.583437830902255,-121.09846184203607,OR-ALF-50064,Active,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564793,False
Willamette Crook Senior Care,2637 Broadway,Prineville,OR,97754,(503) 856-1756,Crook,Central Oregon,44.34975487665378,-120.85222645550044,OR-ALF-50065,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564802,False
Oregon Crook Care Center,2213 Oak St,Prineville,OR,97754,(971) 413-2653,Crook,Central Oregon,44.284994587935884,-120.79902522496641,OR-ALF-50066,Active,"['Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564810,False
Pacific Prineville Senior Living,5223 Cascade Dr,Prineville,OR,97754,(503) 385-7139,Crook,Central Oregon,44.25037113348681,-120.85456399015732,OR-ALF-50067,Active,"['Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564818,False
Wasco Memory Care Center,300 Oregon St,The Dalles,OR,97058,(503) 212-1750,Wasco,Central Oregon,45.609388162754314,-121.17885118386552,OR-ALF-50068,Active,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564827,False
Pacific The Dalles Senior Living,2587 Cascade Dr,The Dalles,OR,97058,(541) 944-5347,Wasco,Central Oregon,45.62633378096381,-121.12997902190888,OR-ALF-50069,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564837,False
Pacific The Dalles Senior Living,2014 Maple Ave,The Dalles,OR,97058,(503) 723-7435,Wasco,Central Oregon,45.57214524269046,-121.20220171687711,OR-ALF-50070,Active,"['Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564851,False
The Dalles Oregon Trail Senior Living,2545 Maple Ave,The Dalles,OR,97058,(971) 534-4722,Wasco,Central Oregon,45.54903897519373,-121.13934374775296,OR-ALF-50071,Active,"['Skilled Nursing', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564861,False
Wasco Senior Living,3030 Main St,The Dalles,OR,97058,(541) 481-6395,Wasco,Central Oregon,45.59618857319938,-121.21054869097004,OR-ALF-50072,Active,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564869,False
Moro Heights Retirement,3758 Cascade Dr,Moro,OR,97039,(541) 816-4806,Sherman,Central Oregon,45.5267790081841,-120.70569477620262,OR-ALF-50073,Active,"['Assisted Living', 'Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564877,False
Moro Ridge Assisted Living,2072 Cascade Dr,Moro,OR,97039,(541) 435-2084,Sherman,Central Oregon,45.5332413055467,-120.77643237430733,OR-ALF-50074,Active,"['Skilled Nursing', 'Memory Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564885,False
Moro Heights Retirement,3155 Cedar St,Moro,OR,97039,(971) 295-2143,Sherman,Central Oregon,45.43719400482469,-120.70091310467858,OR-ALF-50075,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564892,False
Gilliam Springs Senior Care,8955 Maple Ave,Condon,OR,97823,(541) 325-3923,Gilliam,Central Oregon,45.28373400426327,-120.16140435373897,OR-ALF-50076,Active,"['Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564902,False
Condon Assisted Living,5832 Mountain View Rd,Condon,OR,97823,(503) 646-1856,Gilliam,Central Oregon,45.22832763797168,-120.16720922592613,OR-ALF-50077,Active,"['Memory Care', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564910,False
Pacific Condon Senior Living,5069 Cedar St,Condon,OR,97823,(971) 891-9805,Gilliam,Central Oregon,45.207550420771476,-120.19342563683722,OR-ALF-50078,Active,"['Memory Care', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564918,False
Wheeler Memory Care Center,4454 Mountain View Rd,Fossil,OR,97830,(503) 807-5014,Wheeler,Central Oregon,44.99695978512323,-120.16904563974374,OR-ALF-50079,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.564935,False
Wheeler Springs Senior Care,5448 Broadway,Fossil,OR,97830,(541) 554-3962,Wheeler,Central Oregon,44.997455487712244,-120.22491534718026,OR-ALF-50080,Active,"['Assisted Living', 'Memory Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565008,False
Pacific Fossil Senior Living,1487 Mountain View Rd,Fossil,OR,97830,(971) 707-6365,Wheeler,Central Oregon,45.03408236786878,-120.21195085411246,OR-ALF-50081,Active,"['Independent Living', 'Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565024,False
Wheeler Memory Care Center,4148 Willamette St,Fossil,OR,97830,(541) 401-7262,Wheeler,Central Oregon,45.03401123309996,-120.18116291447998,OR-ALF-50082,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565032,False
Fossil Ridge Assisted Living,4276 Douglas Dr,Fossil,OR,97830,(541) 666-2797,Wheeler,Central Oregon,44.999878421270374,-120.22009671645414,OR-ALF-50083,Active,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565045,False
Pacific Klamath Falls Senior Living,1266 Oregon St,Klamath Falls,OR,97601,(971) 998-8700,Klamath,Central Oregon,42.25901684750827,-121.74470904965301,OR-ALF-50084,Active,"['Skilled Nursing', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565060,False
Klamath Memory Care Center,6743 Oregon St,Klamath Falls,OR,97601,(971) 847-6839,Klamath,Central Oregon,42.2219447787354,-121.77524017689723,OR-ALF-50085,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,oregon_government_records,2025-07-10T17:29:22.565068,False
