provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Chappell Hill Care Home,Community Care Center,790 Elm Street,Chappell Hill,TX,(409) 515-5476,PCH74393,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760838
Chappell Hill Care Home,Family Care Home,433 Country Lane,Chappell Hill,TX,(915) 632-7561,ALF53316,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760854
Brenham Home Care,Residential Care Facility,594 Hill Road,Brenham,TX,(737) 575-8711,CCH30662,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760871
Grace Washington Assisted Care,Residential Care Facility,520 Elm Street,Navasota,TX,(281) 315-9435,LTC58499,Active,Private,"Residential Care, Companionship",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760886
Harmony Washington Personal Care,Community Care Center,726 Hill Road,Washington,TX,(940) 930-6963,CCH61511,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760902
Washington County Personal Care,Residential Care Facility,113 State Highway,Burton,TX,(830) 374-1053,RC87880,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760917
Pioneer Washington Senior Living,Senior Care Home,359 Rural Route,Chappell Hill,TX,(915) 602-9562,LTC25352,Active,Private,"Senior Care, Meal Services",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760937
Countryside Personal Care,Senior Care Home,384 Mill Street,Brenham,TX,(409) 823-2089,ALF70832,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760953
Brenham Care Services,Community Care Center,962 Ranch Road,Brenham,TX,(830) 927-4018,ALF18717,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760963
Washington County Home Care,Family Care Home,524 Oak Street,Washington,TX,(409) 613-9328,ASL12161,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Washington,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760977
Oak Family Care,Assisted Living Facility,453 Elm Street,Louise,TX,(956) 942-8832,RC45846,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760988
Louise Golden Care Center,Residential Care Facility,648 Oak Street,Louise,TX,(979) 990-8198,RC10903,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.760996
Wharton County Senior Care,Assisted Living Facility,876 Market Street,Boling,TX,(281) 840-2921,LTC95265,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761005
Family Wharton Home Care,Residential Care Facility,454 County Road,Wharton,TX,(430) 588-2716,PCH88047,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761016
Wharton County Assisted Living,Family Care Home,231 Highway,East Bernard,TX,(737) 284-1348,ASL80045,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761025
Wharton County Living Center,Assisted Living Facility,750 Oak Street,East Bernard,TX,(830) 916-4324,LTC57737,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761034
Wharton County Family Care,Community Care Center,426 Creek Road,Wharton,TX,(940) 406-6556,ALF24132,Active,Private,"Residential Care, Companionship",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761044
Louise Countryside Senior Home,Family Care Home,263 Farm Road,Louise,TX,(281) 894-3646,RC12101,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Wharton,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761148
Briscoe Senior Home,Family Care Home,345 Old Town Road,Briscoe,TX,(830) 817-8075,RC48472,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Wheeler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761165
Shamrock Pioneer Senior Services,Personal Care Home,977 Old Town Road,Shamrock,TX,(512) 282-8095,RC78343,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Wheeler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761173
Golden Wheeler Assisted Care,Community Care Center,636 First Street,Wheeler,TX,(945) 794-6123,ALF99177,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Wheeler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761182
Wichita County Care Services,Personal Care Home,394 Rural Route,Wichita Falls,TX,(979) 527-2438,PCH36194,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761190
Wichita Falls Community Senior Services,Assisted Living Facility,707 Ranch Road,Wichita Falls,TX,(409) 949-8380,PCH46996,Licensed,Private,"Personal Care, Transportation",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761199
Sheppard AFB Sunset Home Care,Personal Care Home,436 Cedar Street,Sheppard AFB,TX,(903) 980-5656,PCH32690,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761206
Sheppard AFB Care Services,Residential Care Facility,627 Country Lane,Sheppard AFB,TX,(346) 655-2142,ASL31803,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761214
Comfort Wichita Senior Living,Personal Care Home,308 First Street,Wichita Falls,TX,(346) 200-1460,ALF16163,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761221
Burkburnett Maple Living Center,Personal Care Home,956 Creek Road,Burkburnett,TX,(979) 307-7323,LTC25741,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761239
Wichita County Senior Home,Family Care Home,825 Highway,Wichita Falls,TX,(806) 263-1007,PCH25807,Active,Private,"Personal Care, Transportation",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761253
Harmony Wichita Family Care,Senior Care Home,181 Old Town Road,Iowa Park,TX,(430) 363-8701,LTC94015,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761266
Electra Tranquil Personal Care,Personal Care Home,336 Elm Street,Electra,TX,(361) 683-3554,PCH15318,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Wichita,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761276
Vernon Senior Care,Residential Care Facility,655 Cedar Street,Vernon,TX,(903) 578-6657,PCH19431,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Wilbarger,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761285
Tranquil Wilbarger Senior Care,Senior Care Home,685 County Road,Lockett,TX,(830) 688-8600,CCH91025,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Wilbarger,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761293
Countryside Wilbarger Senior Home,Community Care Center,975 State Highway,Chillicothe,TX,(713) 379-7787,CCH31343,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Wilbarger,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761302
Willacy County Assisted Care,Assisted Living Facility,387 Old Town Road,Sebastian,TX,(214) 249-8978,RC35803,Licensed,Private,"Residential Care, Companionship",Assisted Living,Willacy,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761311
Raymondville Serene Senior Living,Personal Care Home,249 First Street,Raymondville,TX,(945) 984-3777,PCH68922,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Willacy,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761319
Raymondville Care Facility,Senior Care Home,510 Market Street,Raymondville,TX,(430) 459-6751,LTC60979,Active,Private,"Assisted Living, Personal Care",Assisted Living,Willacy,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761327
Lasara Assisted Living,Family Care Home,104 Church Street,Lasara,TX,(737) 438-9900,PCH42580,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Willacy,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761338
Lasara Riverside Family Care,Family Care Home,535 Highway,Lasara,TX,(713) 801-8500,ASL94371,Active,Private,"Personal Care, Transportation",Assisted Living,Willacy,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761345
Serene Wilson Senior Home,Family Care Home,618 County Road,Stockdale,TX,(737) 832-3514,PCH69866,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Wilson,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761354
Nixon Senior Home,Assisted Living Facility,508 Main Street,Nixon,TX,(940) 700-3144,RC16126,Active,Private,"Personal Care, Transportation",Assisted Living,Wilson,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761362
Wilson County Living Center,Family Care Home,448 Highway,Stockdale,TX,(430) 689-3015,ASL68140,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Wilson,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761370
Poth Community Assisted Living,Family Care Home,162 Farm Road,Poth,TX,(737) 927-3304,PCH95766,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Wilson,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761378
Winkler County Residential Care,Community Care Center,288 Second Street,Wink,TX,(972) 357-8667,RC22691,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Winkler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761393
Harmony Winkler Care Services,Senior Care Home,515 Old Town Road,Goldsmith,TX,(832) 930-7572,ASL92722,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Winkler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761409
Pyote Assisted Care,Assisted Living Facility,165 Elm Street,Pyote,TX,(325) 837-7097,ALF55892,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Winkler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761427
Wink Comfort Care Home,Community Care Center,310 Oak Street,Wink,TX,(806) 653-9255,ASL82277,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Winkler,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761443
Aurora Senior Home,Family Care Home,274 Mill Street,Aurora,TX,(945) 406-6023,CCH36688,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wise,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761465
Wise County Senior Services,Assisted Living Facility,612 Oak Street,Decatur,TX,(832) 617-8597,ASL74796,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Wise,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761480
Bridgeport Tranquil Family Care,Community Care Center,635 Farm Road,Bridgeport,TX,(281) 842-5923,CCH49238,Active,Private,"Assisted Living, Personal Care",Assisted Living,Wise,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761488
Rhome Personal Care,Family Care Home,573 Maple Street,Rhome,TX,(430) 741-6823,RC85305,Active,Private,"Residential Care, Companionship",Assisted Living,Wise,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761516
Comfort Care Center,Community Care Center,333 Rural Route,Rhome,TX,(214) 895-7870,RC33743,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Wise,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761533
Peaceful Wood Living Center,Community Care Center,935 Market Street,Alba,TX,(432) 387-4063,LTC19536,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Wood,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761544
Hawkins Home Care,Senior Care Home,177 Creek Road,Hawkins,TX,(713) 441-3465,LTC92592,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Wood,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761553
Winnsboro Senior Home,Residential Care Facility,778 Ranch Road,Winnsboro,TX,(254) 634-8898,LTC69146,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Wood,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761561
Winnsboro Family Care,Senior Care Home,374 County Road,Winnsboro,TX,(361) 711-6311,CCH52517,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Wood,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761568
Sunset Care Facility,Residential Care Facility,384 Pine Street,Mineola,TX,(806) 426-8954,LTC24146,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Wood,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761579
Tokio Sunset Care Home,Assisted Living Facility,726 Market Street,Tokio,TX,(713) 850-8980,ALF60086,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761588
Yoakum County Family Care,Community Care Center,445 Old Town Road,Denver City,TX,(409) 563-5429,ALF47529,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761596
Bronco Senior Living,Assisted Living Facility,519 Ranch Road,Bronco,TX,(361) 683-6592,LTC23718,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761604
Bronco Pioneer Home Care,Senior Care Home,239 Highway,Bronco,TX,(430) 288-7085,ALF68417,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761612
Maple Senior Care,Community Care Center,741 Highway,Plains,TX,(915) 730-7621,RC31318,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761627
Plains Sunset Senior Living,Assisted Living Facility,564 Second Street,Plains,TX,(469) 565-8539,ALF65857,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Yoakum,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761643
Evergreen Young Care Center,Personal Care Home,245 Old Town Road,Olney,TX,(806) 847-9269,RC88277,Licensed,Private,"Residential Care, Companionship",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761662
Grace Young Assisted Living,Personal Care Home,420 State Highway,Loving,TX,(832) 570-6797,ALF43684,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761677
Eliasville Grace Assisted Living,Assisted Living Facility,373 Second Street,Eliasville,TX,(903) 893-3211,LTC64315,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761702
Comfort Young Personal Care,Residential Care Facility,363 Ranch Road,Loving,TX,(832) 833-7476,ASL63784,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761726
Comfort Young Family Care,Assisted Living Facility,293 Oak Street,Newcastle,TX,(346) 311-3344,ALF43312,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761746
Loving Care Services,Family Care Home,544 Country Lane,Loving,TX,(254) 281-5432,CCH19901,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761762
Lakeside Care Services,Senior Care Home,643 Country Lane,Eliasville,TX,(945) 213-1211,ALF76246,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761778
Young County Personal Care,Personal Care Home,456 Pine Street,Loving,TX,(903) 698-9948,ASL31119,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Young,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761794
Zapata Senior Services,Residential Care Facility,870 First Street,Zapata,TX,(409) 894-7532,CCH57817,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Zapata,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761812
Medina Senior Services,Senior Care Home,768 Hill Road,Medina,TX,(832) 246-1988,ALF39094,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Zapata,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761828
Lopeno Grace Senior Home,Community Care Center,196 Old Town Road,Lopeno,TX,(430) 972-5314,RC68844,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Zapata,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761845
Siesta Shores Meadowbrook Care Home,Personal Care Home,344 Hill Road,Siesta Shores,TX,(972) 739-4907,CCH86333,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Zapata,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761861
Zapata County Home Care,Community Care Center,629 County Road,Zapata,TX,(281) 853-7387,LTC34238,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Zapata,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761881
Chula Vista Senior Services,Personal Care Home,755 Rural Route,Chula Vista,TX,(409) 217-1888,PCH81410,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761899
Zavala County Assisted Living,Community Care Center,607 State Highway,Batesville,TX,(430) 943-3781,RC72666,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761917
Zavala County Home Care,Senior Care Home,280 Market Street,Chula Vista,TX,(281) 605-3334,RC94471,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761933
La Pryor Serene Care Services,Senior Care Home,732 Cedar Street,La Pryor,TX,(409) 246-2079,LTC29454,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761949
La Pryor Senior Home,Assisted Living Facility,187 Hill Road,La Pryor,TX,(737) 243-6608,ALF47061,Active,Private,"Assisted Living, Medication Management",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761965
Zavala County Assisted Living,Family Care Home,784 Farm Road,Crystal City,TX,(830) 224-5893,LTC42033,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Zavala,Texas 100% Coverage - Final 16 Counties,2025-07-10T07:46:29.761982
