data_source,scraped_at,name,address,city,state,zip,phone,capacity,license_number,latitude,longitude,county,original_x,original_y,original_objectid,original_address_2,facility_type,original_licensed_certified,original_flag,original_t18_19,original_fac_status_type_code,original_aspen_facid,original_ccn,original_terminat_sw,original_participation_date,original_approval_date,original_npi,original_can_be_deemed_fac_type,original_can_be_certified_fac_type,original_deemed,original_ao_cd,original_dmg_efctv_dt,original_ao_trmntn_dt,original_ao_name,original_ltc,original_zip9,original_facadmin,original_contact_email,original_contact_fax,original_county_code,original_district_number,original_district_name,original_isfacmain,original_parent_facid,original_fac_fac_relationship_type_code,original_start_date,original_license_status_description,original_initial_license_date,original_license_effective_date,original_license_expiration_date,original_entity_type_description,original_location,original_hcai_id,original_cclho_code,original_cclho_name,original_fips_county_code,original_birthing_facility_flag,original_trauma_ped_ctr,original_trauma_ctr,original_type_of_care,original_critical_access_hospital,original_data_date
alw_assisted_living,2025-07-10T06:16:47.556454,A AND E LOVING SENIOR HOME INC,14931 OAKSPRING DR,FONTANA,,92336,8054043934,6,1841884863,34.129013355243,-117.479108567026,San Bernardino,-117.479097,34.128837,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.556775,A COZY RETIREMENT HOME,8616 BANFF VISTA DR,ELK GROVE,,95624,9165023008,6,1083979116,38.412693,-121.3863615,Sacramento,-121.3863615,38.412693,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.556917,"A FAITHFUL HOME, LLC",26642 SALAMANCA DR,MISSION VIEJO,,92691,949-382-2818,6,1528419207,33.605216257545,-117.665470179151,ORANGE,-117.6654105,33.6050280000001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557150,A BELOVED HOME OF DIAMOND BAR LLC,454 S ROCK RIVER RD,DIAMOND BAR,,91765,626-899-6999,6,1114639275,34.015907389665,-117.819430775723,Los Angeles,-117.819225,34.0157970000001,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557322,TUPOU FAMILY INC,3839 STRONG STREET,RIVERSIDE,,92501,9517425188,6,1528731619,34.001212346673,-117.365252569652,Riverside,-117.3651255,34.0013970000001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557432,A MOTHER THERESA CARE,16192 CAIRO CIRCLE,PLACENTIA,,92870,9493948708,6,1427636653,33.889783517052,-117.851409,Orange,-117.851409,33.8896080000001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557689,A PARADISE VILLA INC,9925 COLLETT AVE,NORTH HILLS,,91343,818-919-5595,6,1013609585,34.25144097802,-118.483855363091,LOS ANGELES,-118.483855363,34.2514409780001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557858,"A HOME FOR MOM & DAD, INC.",44856 33RD STREET WEST,LANCASTER,,93536,661-418-0016,6,1275245649,34.698267586733,-118.19098647181,LOS ANGELES,-118.19079,34.698267,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.557971,A PLACE OF LOVE SENIOR LIVING LLC,1360 N PALM AVE,HEMET,,92543,310-592-5338,6,1932826831,33.770430984737,-116.980525099516,RIVERSIDE,-116.979228,33.770448,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558116,MDC FACILITY INC,1084 W GROVECENTER ST,COVINA,,91722,6262449999,6,1730845629,34.085008154019,-117.912089818483,Los Angeles,-117.912078,34.0848090000001,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558236,A.N.A RESIDENTIAL CARE LLC,1046 E LANCASTER BLVD,LANCASTER,,93535,6619490151,6,1326579483,34.696827106556,-118.110907424924,Los Angeles,-118.110906,34.6965930000001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558353,MDC HOME CARE INC,16025 E BRIDGER ST,COVINA,,91722,6262449999,6,1477295954,34.091222499048,-117.933391954065,Los Angeles,-117.9333855,34.0914240000001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558461,A SWEET HOME CARE,25141 HIGHSPRING AVE,NEWHALL,,91321,661-476-5375,6,1154193035,34.37579923175,-118.549838371516,LOS ANGELES,-118.5500475,34.3757880000001,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558595,"A-1 BOARDING CARE, INC.",6511 BONNER AVENUE,NORTH HOLLYWOOD,,91606,818-691-3146,6,1497453328,34.188849419095,-118.373751836546,LOS ANGELES,-118.373967,34.1888490000001,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558704,TRU VISION LLC,4313 MONITOR STREET,BAKERSFIELD,,93307,6612136798,6,1639602154,35.315235,-119.011909481851,Kern,-119.012229,35.315235,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.558825,AAA JERUSALEM STAR INC,5945 CAPISTRANO AVENUE,WOODLAND HILLS,,91367,8188881706,6,1093310369,34.178722072162,-118.616860527641,Los Angeles,-118.617129,34.178724,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.559310,ABBEY ROAD VILLA LLC,14132 HUBBARD STREET,SYLMAR,,91342,8188370077,78,1508114505,34.298014255324,-118.440820693981,Los Angeles,-118.4405715,34.2978120000001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.559438,AAA QUALITY RESIDENTIAL CORP,7843 STANSBURY AVE,PANORAMA CITY,,91402,818-433-4785,6,1265153902,34.213418329448,-118.439995083299,Los Angeles,-118.440369,34.213419,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.559584,ABK SWEET HOMECARE INC,10171 NORTHAMPTON AVE,WESTMINSTER,,92683,714-837-9198,6,1326730920,33.733804880951,-117.951751288649,ORANGE,-117.951759,33.733998,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.559727,ABOVE ALL CARE FACILITY LLC,1022 OXFORD DR,PLACENTIA,,92870,3109949181,6,1578955084,33.881113509291,-117.864521509551,Orange,-117.864261,33.88104,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560171,MERE ENTERPRISES INC,1589 N WATERMAN AVE,SAN BERNARDINO,,92404,9098844757,240,1952738445,34.128415225922,-117.278759221277,San Bernardino,-117.2780595,34.128405,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560287,GRACE AND LOVE RESIDENTIAL CARE HOME LLC,43307 PUTTERS LANE,HEMET,,92544,951-364-3754,6,1841919248,33.746577339979,-116.905101427838,Riverside,-116.9050995,33.7464180000001,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560442,ABSOLUTE QUALITY CARE HOME INC,10731 COLOMA STREET,LOMA LINDA,,92354,9092531571,6,1104583228,34.058960245629,-117.249828319436,San Bernardino,-117.249615,34.0589610000001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560582,AB'S HUMBLE HOME LLC,14798 CAMBRIA ST,FONTANA,,92335,9093654265,6,1770188013,34.078854843759,-117.482474991257,San Bernardino,-117.4824765,34.0790400000001,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560690,"ABUNDANT GRACE CARE VILLA, INC",9672 COLONY STREET,ANAHEIM,,92804,562-774-6297,6,1699555334,33.822325508743,-117.960838063535,ORANGE,-117.960597,33.822324,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.560835,KAIROS MANAGEMENT ONE LLC,1620 E CHAPMAN AVE,FULLERTON,,92831,7148790920,99,1447625090,33.874122512321,-117.8990595,Orange,-117.8990595,33.8738040000001,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561016,ACACIA GUEST HOME LLC,1516 W LA PALMA AVE,ANAHEIM,,92801,626-541-5921,6,1699489815,33.847078800421,-117.939239020399,ORANGE,-117.9392355,33.84684,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561153,"ACTIVE SENIOR HOME CARE, INC",26771 VIA VICTORIA,MISSION VIEJO,,92691,949-380-1143,6,1861254989,33.620319188182,-117.663460016216,ORANGE,-117.6632415,33.620373,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561306,ACACIA GUEST HOME LLC,1847 ACACIA HILL ROAD,DIAMOND BAR,,91765,6265415921,6,1437801081,33.988793732154,-117.823447198049,Los Angeles,-117.8236575,33.9886530000001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561461,ACCURO HOMES,13172 EARLY CRIMSON ST,EASTVALE,,92880,951-817-4598,6,1891395547,33.975948906486,-117.570663560506,RIVERSIDE,-117.5706675,33.9761520000001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561776,ADOBE RESIDENTIAL CARE,2108 ADOBE AVE,CORONA,,92882,714-371-8333,6,1366140907,33.864626272837,-117.611672388453,RIVERSIDE,-117.6119505,33.864723,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.561957,ACCURO HOMES,6764 BLACK FOREST DRIVE,EASTVALE,,92880,951-415-0647,6,1184391070,33.965548155981,-117.571826013302,RIVERSIDE,-117.571608,33.9655500000001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.562170,ADL BEST CARE LLC,5431 MONROE ST,HOLLYWOOD,,90038,8182884594,5,1801220165,34.085793518755,-118.312479,Los Angeles,-118.312479,34.0860060000001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.562554,AGAPE ASSISTED LIVING INC,1841 ANDREA LN,CONCORD,,94519,9257882530,6,1942693049,37.980371514571,-122.007720900802,Contra Costa,-122.0079825,37.9803690000001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.562785,AGING GRACE SENIOR LIVING FACILITY LLC,11539 HAWTHORNE AVE,HESPERIA,,92345,4423163650,6,1033864525,34.460339311963,-117.336354483583,San Bernardino,-117.3359115,34.4603430000001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.562989,AGAPE SENIOR HOMES LLC,11442 NEWPORT AVE,SANTA ANA,,92705,7143932308,6,1225509896,33.767146876479,-117.794861457095,Orange,-117.79461,33.76701,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.563177,ALALIK CARE INC,11152 WOODLEY AVE,GRANADA HILLS,,91344,818-818-1808,6,1013509546,34.273494,-118.484672026199,Los Angeles,-118.4843655,34.273494,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.563417,EBRAHEEM HAMED,13849 COBBLESTONE CT,FONTANA,,92335,786-564-3771,6,1699302240,34.104129717439,-117.503373855675,SAN BERNARDINO,-117.50337,34.103934,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.563635,ALL COMFORT BOARD AND CARE INC,18757 GAULT STREET,RESEDA,,91335,323-823-9000,6,1447958673,34.199314122973,-118.542405630446,LOS ANGELES,-118.5423975,34.1995230000001,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.563844,ALHAMBRA SENIOR VILLA LLC,1 E COMMONWEALTH AVE,ALHAMBRA,,91801,626-289-3871,176,1811681133,34.092366744417,-118.124250520284,LOS ANGELES,-118.1244915,34.0927560000001,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.564103,ALL IN CAREHOME LLC,1158 BEAVER WAY,LA VERNE,,91750,626-698-9615,6,1447989009,34.120601896734,-117.781791516793,Los Angeles,-117.781803,34.1204040000001,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.564304,ALL WE NEED IS LOVE LLC,5340 KIRTLAND AVE,LAKEWOOD,,90713,562-925-4611,6,1316649742,33.854570077991,-118.106930489988,LOS ANGELES,-118.1067165,33.8545710000001,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.564515,D & P HOMECARE LLC,16136 E CLOVERMEAD ST,COVINA,,91722,626-456-1066,6,1083338172,34.09497264167,-117.930925482515,Los Angeles,-117.9309285,34.09479,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.564770,ALLEN'S PALM COVE RESIDENCE CARE INC,18714 KINGS ROW AVE,CERRITOS,,90703,7143109495,6,1194392555,33.860802551763,-118.10492588424,Los Angeles,-118.104687,33.8608080000001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.564976,K PRIME HOME LLC,24302 BARK ST,LAKE FOREST,,92630,949-462-0250,6,1811680648,33.609552674159,-117.695420205638,ORANGE,-117.695169,33.609537,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.565179,ALLWISE CARE COMPANION INC,14299 POINTER LOOP,EASTVALE,,92880,9514795293,6,1598383739,33.944740407438,-117.593701215217,Riverside,-117.5934915,33.9447420000001,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.565633,ORNA DR INC,20930 GAULT ST,CANOGA PARK,,91303-2276,818-378-2772,6,1316663651,34.199190860927,-118.589620306134,LOS ANGELES,-118.589625,34.1989560000001,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.566083,ALMOND HOUSE ASSISTED LIVING LLC,6135 ALMOND AVE,ORANGEVALE,,95662,9169887506,78,1295475093,38.678256,-121.240278,Sacramento,-121.240278,38.678256,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.566335,"AMALFI LIVING, INC",23518 EVALYN AVE,TORRANCE,,90505,424-250-9123,6,1245929207,33.812217,-118.358944027036,LOS ANGELES,-118.3586805,33.812217,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.566563,ALOHA RESIDENTIAL CARE LLC,7476 BUNGALOW WAY,RANCHO CUCAMONGA,,91739,9516757763,6,1104592914,34.117635445756,-117.519501120751,San Bernardino,-117.519696,34.117803,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.566881,AMAZING GRACE CARE SERVICES,43 SITARA STREET,BEAUMONT,,92223,3105925338,6,1306452008,33.920357751053,-116.950265405938,Riverside,-116.9505405,33.920487,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.567086,CANBY RETIREMENT CORP,7324 CANBY AVE,RESEDA,,91335,8187053404,156,1114335254,34.203575263114,-118.534761892291,Los Angeles,-118.534536,34.2035730000001,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.567350,RAD CARE SERVICES INC,1217 SOUTH ALVARADO ST,LOS ANGELES,,90006,323-452-9110,46,1194329474,34.048291158491,-118.282064173495,Los Angeles,-118.282365,34.0484220000001,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.567579,AMARE VILLA CORP,2042 KALLIOPE AVE,LANCASTER,,93536-4625,661-878-5085,6,1649951641,34.662873102949,-118.167099218564,LOS ANGELES,-118.1670615,34.662654,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.567818,WILLIAMS CARE SERVICES INC,6622 AMETRINE COURT,MIRA LOMA,,91752,9096157534,4,1447859897,33.967656366091,-117.542364723123,Riverside,-117.5421105,33.9677370000001,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.568020,AMERIHOME INC,17019 MARLIN PL,VAN NUYS,,91406,818-938-9046,6,1891416335,34.197154479341,-118.504125,Los Angeles,-118.504125,34.197345,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.568248,ALMOND ROAD SENIOR ESTATES,17635 ALMOND ROAD,CASTRO VALLEY,,94546-1205,510-886-0341,6,1205378981,37.717872614173,-122.08573038274,ALAMEDA,-122.085765,37.717479,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.568580,AN ANGEL GARDEN INC,9873 TRAVELER CT,ELK GROVE,,95624,530-886-9529,6,1568171783,38.398356,-121.347108,Sacramento,-121.347108,38.398356,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.568820,THE RIGHT CHOICE HOME INC,7747 VAN NOORD AVE,NORTH HOLLYWOOD,,91605,323-688-3377,6,1538879978,34.211554585348,-118.415783292833,LOS ANGELES,-118.416006,34.2115830000001,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.569025,ANGEL WINGS CARE HOME INC,5420 SAN MARTIN WAY,ANTIOCH,,94531,9253928915,6,1184380651,37.957619358849,-121.757611227451,Contra Costa,-121.7576295,37.957428,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.569227,"KINCAID SENIOR LIVING, INC",641 S BEACH BLVD,ANAHEIM,,92804,7148277007,200,1952813016,33.82338943658,-117.993451791448,Orange,-117.9937035,33.823386,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.569471,ANGELIC HANDS SENIOR SERVICES LLC,82397 STRADIVARI RD,INDIO,,92203,760-342-0248,6,1417675950,33.75178167664,-116.227280682209,Riverside,-116.227278,33.7515930000001,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.569693,ANGEL'S HOME CARE LLC,427 CABO COURT,OCEANSIDE,,92058,704-488-9659,6,1639934409,33.234754056322,-117.324543942437,SAN DIEGO,-117.3248415,33.234543,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.569915,"ANAHEIM VILLA, INC.",3411 WEST BALL ROAD,ANAHEIM,,92804,714-821-9660,210,1114705787,33.817304635639,-118.008203207052,ORANGE,-118.008225,33.817914,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.570151,"GRANNY'S HOMES, INC",10212 MALINDA LN,GARDEN GROVE,,92840,714-244-5885,6,1639870272,33.782608331929,-117.954501122829,ORANGE,-117.9546525,33.7824360000001,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.570349,ANGELS TOUCH CARE HOME LLC,1653 SWALLOW WAY,HERCULES,,94547,5107252020,6,1619545472,38.004729410785,-122.266506636678,Contra Costa,-122.266368,38.0049030000001,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.570581,ANGELICA'S HOME INC,31916 CORTE POSITAS,TEMECULA,,92592,951-240-7280,6,1508549262,33.511616002799,-117.101993783513,RIVERSIDE,-117.101988,33.5118600000001,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.570835,YANA D. DIAZ,10700 RESEDA BLVD,NORTHRIDGE,,91326,818-831-0058,6,1710658133,34.264827,-118.536083510099,LOS ANGELES,-118.535751,34.264827,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alw_assisted_living,2025-07-10T06:16:47.571060,LUZ PILIPINAS T VELASCO,138 BELLERIVE DRIVE,VISTA,,92084,760-715-0529,6,1285476812,33.20458202164,-117.221418939062,SAN DIEGO,-117.2212425,33.2044920000001,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
