name,address,city,state,zip_code,phone,county,region,latitude,longitude,license_number,license_status,care_types,availability_status,pricing_type,is_claimed,is_verified,violations,review_count,google_review_count,facility_type,discovery_source,discovery_date,enrichment_completed
Pierce Memory Care Center,506 Spring St,Tacoma,WA,98402,(425) 329-6328,Pierce,Puget Sound,47.20704823697717,-122.43453408067111,WA-ALF-60010,Active,"['Independent Living', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188015,False
Tacoma Sound Manor,2575 Sound View Dr,Tacoma,WA,98402,(509) 868-3905,Pierce,Puget Sound,47.268495040046474,-122.39745777003353,WA-ALF-60011,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188024,False
Tacoma Pines Community,5356 Cherry St,Tacoma,WA,98402,(564) 564-3009,Pierce,Puget Sound,47.28362229986669,-122.48702793628271,WA-ALF-60012,Active,['Adult Family Home'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188033,False
Tacoma Washington Senior Living,8515 Roosevelt Blvd,Tacoma,WA,98402,(425) 250-1902,Pierce,Puget Sound,47.29777046637424,-122.45124227471122,WA-ALF-60013,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188042,False
Mount Pierce Senior Village,3703 Washington St,Tacoma,WA,98402,(360) 846-2197,Pierce,Puget Sound,47.27115737128533,-122.4771119611062,WA-ALF-60014,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188050,False
Olympic Pierce Manor,5269 Capitol Way,Tacoma,WA,98402,(564) 575-6000,Pierce,Puget Sound,47.20687056562697,-122.42856641289693,WA-ALF-60015,Active,"['Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188058,False
Thurston Springs Senior Care,987 Capitol Way,Olympia,WA,98501,(509) 241-5273,Thurston,Puget Sound,47.082026922986486,-122.87245472863827,WA-ALF-60016,Active,['Adult Family Home'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188068,False
Thurston Springs Senior Care,2447 Roosevelt Blvd,Olympia,WA,98501,(253) 292-7396,Thurston,Puget Sound,47.075435035594026,-122.87559979073004,WA-ALF-60017,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188082,False
Kitsap Senior Living,6823 Washington St,Bremerton,WA,98312,(253) 896-8493,Kitsap,Puget Sound,47.5458512350616,-122.64972960644096,WA-ALF-60018,Active,"['Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188093,False
Kitsap Memory Care Center,2549 Cascade Pkwy,Bremerton,WA,98312,(360) 260-5124,Kitsap,Puget Sound,47.54689120962506,-122.6776411369469,WA-ALF-60019,Active,"['Independent Living', 'Adult Family Home', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188102,False
Evergreen Bremerton Senior Living,6288 Pine St,Bremerton,WA,98312,(564) 807-9319,Kitsap,Puget Sound,47.598645781943254,-122.65778190315325,WA-ALF-60020,Active,"['Assisted Living', 'Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188115,False
Coupeville Washington Senior Living,5776 Cascade Pkwy,Coupeville,WA,98239,(206) 924-6634,Island,Puget Sound,48.26303687506119,-122.69035086553899,WA-ALF-60021,Active,['Adult Family Home'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188124,False
Coupeville Washington Senior Living,6367 Mountain View Rd,Coupeville,WA,98239,(360) 460-1886,Island,Puget Sound,48.234826777924006,-122.70674547649935,WA-ALF-60022,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188133,False
Island Memory Care Center,4971 Maple Ave,Coupeville,WA,98239,(360) 746-2239,Island,Puget Sound,48.19764925033939,-122.66964296977324,WA-ALF-60023,Active,"['Memory Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188141,False
Puget San Juan Senior Care,9364 Main St,Friday Harbor,WA,98250,(360) 976-1886,San Juan,Puget Sound,48.48951946932971,-122.99189367662312,WA-ALF-60024,Active,"['Adult Family Home', 'Memory Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188152,False
Puget San Juan Senior Care,3825 Evergreen Dr,Friday Harbor,WA,98250,(206) 413-7151,San Juan,Puget Sound,48.53430115328356,-123.04885282270618,WA-ALF-60025,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188160,False
Skagit Memory Care Center,4776 Forest Ave,Mount Vernon,WA,98273,(253) 667-7808,Skagit,Puget Sound,48.45286763377522,-122.37913948066999,WA-ALF-60026,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188170,False
Mount Vernon Washington Senior Living,2914 Jefferson Ave,Mount Vernon,WA,98273,(425) 380-1438,Skagit,Puget Sound,48.42574875884703,-122.31533564039508,WA-ALF-60027,Active,"['Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188179,False
Mount Skagit Senior Village,6994 Pine St,Mount Vernon,WA,98273,(509) 631-9657,Skagit,Puget Sound,48.394948653458165,-122.28798983642784,WA-ALF-60028,Active,"['Adult Family Home', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188190,False
Bellingham Gardens Senior Community,8150 Olympic Dr,Bellingham,WA,98225,(360) 723-8518,Whatcom,Puget Sound,48.75022693228768,-122.5007749626132,WA-ALF-60029,Active,"['Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188199,False
Olympic Whatcom Manor,6791 Broadway,Bellingham,WA,98225,(564) 409-5783,Whatcom,Puget Sound,48.726272833660865,-122.47392390201907,WA-ALF-60030,Active,"['Skilled Nursing', 'Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188208,False
Bellingham Northwest Care,6049 Evergreen Dr,Bellingham,WA,98225,(206) 807-3905,Whatcom,Puget Sound,48.730041118920106,-122.51224825242134,WA-ALF-60031,Active,"['Skilled Nursing', 'Adult Family Home', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188217,False
Clallam Manor,4592 Cedar St,Port Angeles,WA,98362,(360) 298-1856,Clallam,Olympic Peninsula,48.076847159874426,-123.44987696873879,WA-ALF-60032,Active,"['Memory Care', 'Skilled Nursing', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188227,False
Port Angeles Assisted Living,9435 Forest Ave,Port Angeles,WA,98362,(425) 714-5005,Clallam,Olympic Peninsula,48.13783791796335,-123.4751322631881,WA-ALF-60033,Active,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188236,False
Port Angeles Pines Community,3566 Olympic Dr,Port Angeles,WA,98362,(509) 675-1195,Clallam,Olympic Peninsula,48.11339377398891,-123.38383526077071,WA-ALF-60034,Active,"['Independent Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188245,False
Cascade Jefferson Care Center,6795 Spring St,Port Townsend,WA,98368,(253) 771-4799,Jefferson,Olympic Peninsula,48.08887067455232,-122.80448712112913,WA-ALF-60035,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188256,False
Puget Jefferson Senior Care,5788 Spring St,Port Townsend,WA,98368,(509) 571-6980,Jefferson,Olympic Peninsula,48.10433201890434,-122.79224492170061,WA-ALF-60036,Active,"['Adult Family Home', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188281,False
Port Townsend Washington Senior Living,7057 Lincoln Way,Port Townsend,WA,98368,(360) 206-6453,Jefferson,Olympic Peninsula,48.11639198708192,-122.77509027701034,WA-ALF-60037,Active,"['Independent Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188298,False
Aberdeen Assisted Living,2490 Pacific Ave,Aberdeen,WA,98520,(360) 626-5831,Grays Harbor,Olympic Peninsula,46.980791434292044,-123.82233062890579,WA-ALF-60038,Active,"['Memory Care', 'Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188315,False
Grays Harbor Senior Living,2204 First Ave,Aberdeen,WA,98520,(564) 375-6220,Grays Harbor,Olympic Peninsula,47.0177227438337,-123.81058451210949,WA-ALF-60039,Active,"['Adult Family Home', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188330,False
Aberdeen Pines Community,4705 Pine St,Aberdeen,WA,98520,(425) 608-8476,Grays Harbor,Olympic Peninsula,47.00913436247001,-123.807064616603,WA-ALF-60040,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188343,False
Grays Harbor Senior Living,9706 Lincoln Way,Aberdeen,WA,98520,(509) 841-1020,Grays Harbor,Olympic Peninsula,46.97538145670576,-123.77895618188104,WA-ALF-60041,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188361,False
Shelton Gardens Senior Community,744 Forest Ave,Shelton,WA,98584,(564) 990-1780,Mason,Olympic Peninsula,47.235391387669964,-123.10167908350756,WA-ALF-60042,Active,"['Assisted Living', 'Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188377,False
Shelton Gardens Senior Community,5435 Cedar St,Shelton,WA,98584,(564) 763-5876,Mason,Olympic Peninsula,47.23484333162604,-123.14771026913469,WA-ALF-60043,Active,"['Skilled Nursing', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188392,False
Shelton Washington Senior Living,5436 Sound View Dr,Shelton,WA,98584,(360) 933-8439,Mason,Olympic Peninsula,47.20382605855588,-123.12039726179175,WA-ALF-60044,Active,"['Memory Care', 'Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188406,False
Olympic Mason Manor,9428 Evergreen Dr,Shelton,WA,98584,(360) 617-4954,Mason,Olympic Peninsula,47.170281675338494,-123.07896236833818,WA-ALF-60045,Active,"['Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188423,False
Centralia Sound Manor,1492 First Ave,Centralia,WA,98531,(360) 424-8294,Lewis,Southwest Washington,46.698719272727125,-122.99349356105613,WA-ALF-60046,Active,"['Memory Care', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188438,False
Centralia Sound Manor,5899 Union St,Centralia,WA,98531,(253) 648-6384,Lewis,Southwest Washington,46.6773349412292,-122.92883679974437,WA-ALF-60047,Active,"['Adult Family Home', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188446,False
Lewis Senior Living,745 Capitol Way,Centralia,WA,98531,(425) 489-9068,Lewis,Southwest Washington,46.708508456699526,-122.9847516423334,WA-ALF-60048,Active,"['Skilled Nursing', 'Independent Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188455,False
Mount Lewis Senior Village,8160 Jefferson Ave,Centralia,WA,98531,(253) 958-2376,Lewis,Southwest Washington,46.67803909442321,-122.94422264506919,WA-ALF-60049,Active,"['Adult Family Home', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188464,False
Cowlitz Memory Care Center,2797 Olympic Dr,Longview,WA,98632,(425) 735-4716,Cowlitz,Southwest Washington,46.089258676603,-122.92563784794275,WA-ALF-60050,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188473,False
Mount Cowlitz Senior Village,5155 Lincoln Way,Longview,WA,98632,(253) 849-5049,Cowlitz,Southwest Washington,46.17488749507025,-122.92413267455306,WA-ALF-60051,Active,"['Independent Living', 'Skilled Nursing', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188481,False
Longview Northwest Care,2468 Broadway,Longview,WA,98632,(509) 691-2108,Cowlitz,Southwest Washington,46.18068934286541,-122.91274107178505,WA-ALF-60052,Active,"['Assisted Living', 'Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188490,False
Vancouver Ridge Assisted Living,3009 Sound View Dr,Vancouver,WA,98660,(360) 846-6522,Clark,Southwest Washington,45.64775935000171,-122.6746503742539,WA-ALF-60053,Active,"['Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188499,False
Olympic Clark Manor,7060 Columbia St,Vancouver,WA,98660,(206) 303-8783,Clark,Southwest Washington,45.65472054767062,-122.70039148608357,WA-ALF-60054,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188507,False
Evergreen Vancouver Senior Living,6143 Olympic Dr,Vancouver,WA,98660,(509) 230-8013,Clark,Southwest Washington,45.60334154029771,-122.66669607219362,WA-ALF-60055,Active,"['Independent Living', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188516,False
Vancouver Sound Manor,2213 Cascade Pkwy,Vancouver,WA,98660,(564) 951-2660,Clark,Southwest Washington,45.68759181798036,-122.6328088481687,WA-ALF-60056,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188525,False
Skamania Manor,9666 Cascade Pkwy,Stevenson,WA,98648,(509) 903-5610,Skamania,Southwest Washington,45.70857044330689,-121.8343659095233,WA-ALF-60057,Active,"['Independent Living', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188537,False
Mount Skamania Senior Village,829 Columbia St,Stevenson,WA,98648,(509) 320-8820,Skamania,Southwest Washington,45.68661592932035,-121.88939273663148,WA-ALF-60058,Active,"['Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188552,False
Goldendale Washington Senior Living,3159 Evergreen Dr,Goldendale,WA,98620,(206) 740-1276,Klickitat,Southwest Washington,45.86209525821411,-120.79533076782452,WA-ALF-60059,Active,"['Adult Family Home', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188566,False
Klickitat Senior Living,1413 Maple Ave,Goldendale,WA,98620,(564) 882-2730,Klickitat,Southwest Washington,45.81815359257387,-120.86129071254115,WA-ALF-60060,Active,"['Skilled Nursing', 'Adult Family Home', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188575,False
Olympic Wahkiakum Manor,1608 Madison St,Cathlamet,WA,98612,(509) 489-8633,Wahkiakum,Southwest Washington,46.19289256867451,-123.35959925731589,WA-ALF-60061,Active,['Adult Family Home'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188585,False
Mount Wahkiakum Senior Village,4060 Olympic Dr,Cathlamet,WA,98612,(360) 833-8435,Wahkiakum,Southwest Washington,46.19807343078566,-123.34506269854162,WA-ALF-60062,Active,"['Assisted Living', 'Adult Family Home', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188593,False
Puget Wahkiakum Senior Care,8707 Mountain View Rd,Cathlamet,WA,98612,(509) 985-2243,Wahkiakum,Southwest Washington,46.221898570609696,-123.39424466297415,WA-ALF-60063,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188601,False
South Bend Northwest Care,9239 Spring St,South Bend,WA,98586,(425) 282-2942,Pacific,Southwest Washington,46.61497221213315,-123.77135121203892,WA-ALF-60064,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188614,False
Pacific Manor,7654 Columbia St,South Bend,WA,98586,(253) 825-8527,Pacific,Southwest Washington,46.68711816937952,-123.77925469435667,WA-ALF-60065,Active,"['Skilled Nursing', 'Adult Family Home', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188628,False
Evergreen South Bend Senior Living,6185 Forest Ave,South Bend,WA,98586,(564) 644-3455,Pacific,Southwest Washington,46.6557702959345,-123.79827931240214,WA-ALF-60066,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188642,False
Chelan Manor,1150 Madison St,Wenatchee,WA,98801,(425) 935-3646,Chelan,North Central Washington,47.39465956008734,-120.27922806459529,WA-ALF-60067,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188651,False
Chelan Valley Senior Village,5677 Olympic Dr,Wenatchee,WA,98801,(509) 361-6903,Chelan,North Central Washington,47.39918072274167,-120.27952138563897,WA-ALF-60068,Active,"['Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188661,False
Mount Chelan Senior Village,6318 Evergreen Dr,Wenatchee,WA,98801,(425) 698-8523,Chelan,North Central Washington,47.420938739002956,-120.316155318203,WA-ALF-60069,Active,"['Adult Family Home', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188669,False
Waterville Gardens Senior Community,2994 Main St,Waterville,WA,98858,(253) 783-2900,Douglas,North Central Washington,47.61156554116668,-120.04357587934241,WA-ALF-60070,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188678,False
Douglas Manor,7188 Jefferson Ave,Waterville,WA,98858,(425) 499-6032,Douglas,North Central Washington,47.67270488359892,-120.08763302835717,WA-ALF-60071,Active,"['Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188686,False
Waterville Pines Community,336 Pacific Ave,Waterville,WA,98858,(206) 987-4875,Douglas,North Central Washington,47.613039623532714,-120.02437337854462,WA-ALF-60072,Active,"['Independent Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188695,False
Okanogan Valley Senior Village,6497 First Ave,Okanogan,WA,98840,(509) 911-3051,Okanogan,North Central Washington,48.36682653629916,-119.57181894754761,WA-ALF-60073,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188709,False
Okanogan Valley Senior Village,5311 Sound View Dr,Okanogan,WA,98840,(425) 818-2915,Okanogan,North Central Washington,48.37288688180133,-119.53772704627194,WA-ALF-60074,Active,"['Memory Care', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188723,False
Evergreen Okanogan Senior Living,5000 Columbia St,Okanogan,WA,98840,(564) 972-9152,Okanogan,North Central Washington,48.324577389714946,-119.55764260749788,WA-ALF-60075,Active,"['Skilled Nursing', 'Assisted Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188732,False
Okanogan Valley Senior Village,1119 Evergreen Dr,Okanogan,WA,98840,(509) 496-8914,Okanogan,North Central Washington,48.34525784763427,-119.57387965193618,WA-ALF-60076,Active,['Adult Family Home'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188740,False
Grant Valley Senior Village,7003 First Ave,Ephrata,WA,98823,(564) 681-4813,Grant,North Central Washington,47.27472202083625,-119.55233454810403,WA-ALF-60077,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188749,False
Puget Grant Senior Care,8604 Olympic Dr,Ephrata,WA,98823,(425) 504-6138,Grant,North Central Washington,47.33636254125902,-119.54822494715386,WA-ALF-60078,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188758,False
Ritzville Sound Manor,8285 Pine St,Ritzville,WA,99169,(253) 481-1034,Adams,North Central Washington,47.12144937565504,-118.37372332159104,WA-ALF-60079,Active,"['Independent Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188767,False
Ritzville Sound Manor,9393 Madison St,Ritzville,WA,99169,(509) 286-8444,Adams,North Central Washington,47.12608394758604,-118.4181555021574,WA-ALF-60080,Active,"['Assisted Living', 'Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188775,False
Ritzville Ridge Assisted Living,4722 Washington St,Ritzville,WA,99169,(564) 827-5608,Adams,North Central Washington,47.099531204580934,-118.41227993077449,WA-ALF-60081,Active,"['Independent Living', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188785,False
Adams Memory Care Center,9929 Cedar St,Ritzville,WA,99169,(425) 929-9890,Adams,North Central Washington,47.12006367242661,-118.33581583264522,WA-ALF-60082,Active,"['Independent Living', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188804,False
Cascade Lincoln Care Center,8897 Capitol Way,Davenport,WA,99122,(509) 912-6133,Lincoln,North Central Washington,47.60692018704893,-118.18525239011116,WA-ALF-60083,Active,"['Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188814,False
Davenport Northwest Care,5299 Columbia St,Davenport,WA,99122,(206) 806-9069,Lincoln,North Central Washington,47.66852240160053,-118.16802926481635,WA-ALF-60084,Active,"['Independent Living', 'Adult Family Home']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188822,False
Lincoln Memory Care Center,9327 Sound View Dr,Davenport,WA,99122,(206) 230-7400,Lincoln,North Central Washington,47.64539606814703,-118.18779677891281,WA-ALF-60085,Active,"['Adult Family Home', 'Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,washington_government_records,2025-07-10T17:34:43.188830,False
