id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
44,Garden Commons,5692 Highway 45,Ackerman,Choctaw,MS,38387,(662) 853-7527,Skilled Nursing Facility,"Memory Care, Independent Living",70,MS-PCH-10185,Mississippi Department of Health,2024-09-07,94,False,False,True,https://www.ackerman-senior-care.com,Active,Mississippi Department of Health,2025-07-12,32.490631,-91.672359
45,Plantation Place,5398 Highway 25,Weir,Choctaw,MS,38617,(228) 576-6454,Assisted Living Facility,"Personal Care, Respite Care, Skilled Nursing, Continuing Care",36,MS-PCH-67846,Mississippi Department of Health,2024-10-26,84,False,True,False,https://www.weir-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.523844,-88.359505
46,Choctaw Center,4431 Commerce Street,French Camp,Choctaw,MS,38217,(601) 985-4157,Adult Day Care Center,"Personal Care, Intermediate Care, Adult Day Care, Assisted Living",97,MS-PCH-73078,Mississippi Department of Health,2024-05-23,100,True,False,False,https://www.frenchcamp-senior-care.com,Active,Mississippi Department of Health,2025-07-12,32.45591,-91.156263
47,Heritage Gardens,6340 Highway 25,Starkville,Oktibbeha,MS,39721,(769) 876-2433,Adult Day Care Center,"Continuing Care, Personal Care, Respite Care",24,MS-PCH-40224,Mississippi Department of Health,2024-04-21,91,True,True,True,https://www.starkville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.591607,-88.335234
48,Oktibbeha Plaza,985 Fortification Street,Maben,Oktibbeha,MS,38167,(228) 342-9918,Residential Care Home,"Respite Care, Personal Care, Adult Day Care, Skilled Nursing",26,MS-PCH-68500,Mississippi Department of Health,2024-11-06,85,True,False,False,https://www.maben-senior-care.com,Active,Mississippi Department of Health,2025-07-12,32.768884,-89.76889
49,Pine Assisted Living,9499 Highway 61,Maben,Oktibbeha,MS,39937,(228) 779-6163,Residential Care Home,"Independent Living, Memory Care, Continuing Care, Adult Day Care",89,MS-PCH-59430,Mississippi Department of Health,2024-04-11,89,True,True,True,https://www.maben-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.918611,-89.187423
50,Camellia Estates,2704 Court Street,Maben,Oktibbeha,MS,39816,(769) 488-6872,Adult Day Care Center,"Respite Care, Assisted Living",26,MS-PCH-71414,Mississippi Department of Health,2024-07-06,93,False,True,True,https://www.maben-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.558755,-88.459859
51,Clay Retirement Community,6913 County Line Road,Pheba,Clay,MS,38246,(601) 446-4612,Intermediate Care Facility,"Adult Day Care, Assisted Living, Continuing Care",69,MS-PCH-86213,Mississippi Department of Health,2024-06-18,82,False,True,True,https://www.pheba-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.027852,-90.578404
52,Dogwood Manor,3172 County Line Road,West Point,Clay,MS,39318,(662) 603-3795,Adult Day Care Center,"Memory Care, Intermediate Care",55,MS-PCH-62789,Mississippi Department of Health,2024-01-01,90,False,True,False,https://www.westpoint-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.807114,-90.741944
53,Willow Residence,4890 Highway 45,Pheba,Clay,MS,39901,(228) 758-9400,Assisted Living Facility,"Respite Care, Independent Living",88,MS-PCH-92393,Mississippi Department of Health,2024-09-25,91,True,False,False,https://www.pheba-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.794467,-89.710661
54,Lowndes Manor,409 Highway 49,Columbus,Lowndes,MS,39705,(769) 662-1335,Assisted Living Facility,"Continuing Care, Skilled Nursing, Respite Care",107,MS-PCH-93510,Mississippi Department of Health,2024-02-13,74,False,True,True,https://www.columbus-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.505402,-88.407622
55,Magnolia Place,4789 Interstate 55,Caledonia,Lowndes,MS,39781,(769) 775-2666,Continuing Care Retirement Community,"Respite Care, Continuing Care, Personal Care",120,MS-PCH-92934,Mississippi Department of Health,2024-02-26,77,False,False,False,https://www.caledonia-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.400524,-90.30556
56,Pine Home,8435 Highway 15,Columbus,Lowndes,MS,39706,(228) 898-1321,Residential Care Home,"Personal Care, Skilled Nursing, Independent Living, Continuing Care",58,MS-PCH-40888,Mississippi Department of Health,2024-07-15,92,False,False,True,https://www.columbus-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.513814,-88.398781
57,Heritage Home,6572 North State Street,Artesia,Lowndes,MS,38603,(769) 268-7188,Intermediate Care Facility,"Personal Care, Respite Care, Adult Day Care",38,MS-PCH-15159,Mississippi Department of Health,2024-12-27,99,False,True,True,https://www.artesia-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.891904,-91.287064
58,Southern Center,6163 Highway 25,Artesia,Lowndes,MS,39772,(662) 354-8695,Skilled Nursing Facility,"Memory Care, Personal Care",74,MS-PCH-52254,Mississippi Department of Health,2024-11-11,75,True,False,True,https://www.artesia-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.145198,-91.166245
59,Garden House,1554 Highway 15,Artesia,Lowndes,MS,39295,(769) 943-1004,Adult Day Care Center,"Independent Living, Respite Care",46,MS-PCH-16080,Mississippi Department of Health,2024-04-02,87,True,True,True,https://www.artesia-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.41328,-90.592253
60,Pecan House,593 Highway 15,Macon,Noxubee,MS,39383,(769) 416-6603,Skilled Nursing Facility,"Memory Care, Intermediate Care, Assisted Living",54,MS-PCH-36568,Mississippi Department of Health,2024-10-27,91,True,False,True,https://www.macon-senior-care.com,Active,Mississippi Department of Health,2025-07-12,32.40402,-90.057653
61,Delta Place,5861 Main Street,Brooksville,Noxubee,MS,38270,(769) 807-9674,Assisted Living Facility,"Continuing Care, Independent Living, Adult Day Care, Respite Care",78,MS-PCH-40530,Mississippi Department of Health,2024-07-22,88,False,True,False,https://www.brooksville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.424462,-88.820931
62,Oak Home,9563 Main Street,Brooksville,Noxubee,MS,39832,(662) 615-8011,Intermediate Care Facility,"Continuing Care, Adult Day Care, Skilled Nursing",135,MS-PCH-65263,Mississippi Department of Health,2024-06-22,73,True,False,True,https://www.brooksville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.887797,-89.593231
63,Plantation Retirement Community,7033 Fortification Street,Louisville,Winston,MS,39276,(662) 682-4870,Residential Care Home,"Intermediate Care, Adult Day Care, Skilled Nursing, Respite Care",99,MS-PCH-38794,Mississippi Department of Health,2024-01-22,71,False,True,False,https://www.louisville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.936024,-89.974265
64,Nanih Waiya Gardens,8957 Highway 45,Nanih Waiya,Winston,MS,38156,(662) 328-2301,Adult Day Care Center,"Respite Care, Adult Day Care",43,MS-PCH-19543,Mississippi Department of Health,2024-01-02,97,False,True,False,https://www.nanihwaiya-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.822129,-89.406648
65,Heritage Village,1619 Highway 25,Nanih Waiya,Winston,MS,38646,(228) 597-1167,Intermediate Care Facility,"Intermediate Care, Memory Care, Respite Care, Independent Living",95,MS-PCH-96324,Mississippi Department of Health,2024-05-08,97,False,True,True,https://www.nanihwaiya-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.373692,-90.663196
66,Meadow House,8784 Main Street,Louisville,Winston,MS,38793,(228) 371-5700,Continuing Care Retirement Community,"Intermediate Care, Independent Living, Skilled Nursing, Personal Care",71,MS-PCH-99259,Mississippi Department of Health,2024-10-11,94,False,True,True,https://www.louisville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.583581,-88.856366
67,Neshoba Place,3150 Highway 45,Union,Neshoba,MS,39221,(769) 388-4626,Intermediate Care Facility,"Continuing Care, Adult Day Care",67,MS-PCH-18975,Mississippi Department of Health,2024-09-20,90,True,True,True,https://www.union-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.165055,-89.106018
68,Union Estates,8400 Highway 49,Union,Neshoba,MS,38660,(601) 540-2039,Adult Day Care Center,"Assisted Living, Respite Care, Independent Living, Continuing Care",87,MS-PCH-81629,Mississippi Department of Health,2024-08-11,72,True,False,False,https://www.union-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.574595,-91.187897
69,Bayou Village,3548 Lakeland Drive,Union,Neshoba,MS,39229,(601) 967-3430,Memory Care Community,"Adult Day Care, Intermediate Care",85,MS-PCH-67103,Mississippi Department of Health,2024-05-25,73,False,False,False,https://www.union-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.268612,-89.194325
70,Neshoba Plaza,9430 Church Street,Conehatta,Neshoba,MS,39435,(601) 991-4977,Residential Care Home,"Personal Care, Adult Day Care, Skilled Nursing",83,MS-PCH-15239,Mississippi Department of Health,2024-03-05,92,False,True,True,https://www.conehatta-senior-care.com,Active,Mississippi Department of Health,2025-07-12,32.326612,-88.99833
71,Preston Care Center,7992 Old Canton Road,Preston,Kemper,MS,39128,(769) 780-6199,Personal Care Home,"Skilled Nursing, Adult Day Care, Independent Living",135,MS-PCH-19454,Mississippi Department of Health,2024-04-13,86,True,True,True,https://www.preston-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.980835,-89.232719
72,Magnolia Assisted Living,2595 Lakeland Drive,Scooba,Kemper,MS,39645,(769) 613-3869,Intermediate Care Facility,"Intermediate Care, Respite Care, Adult Day Care, Independent Living",54,MS-PCH-96192,Mississippi Department of Health,2024-06-13,81,True,True,False,https://www.scooba-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.544376,-89.649229
73,Preston Estates,3347 County Line Road,Preston,Kemper,MS,38868,(662) 782-3907,Residential Care Home,"Continuing Care, Respite Care, Assisted Living, Skilled Nursing",100,MS-PCH-11684,Mississippi Department of Health,2024-12-20,75,True,True,False,https://www.preston-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.928702,-88.775387
74,Creek Court,1901 Church Street,Bailey,Lauderdale,MS,39972,(662) 657-8459,Intermediate Care Facility,"Memory Care, Skilled Nursing, Continuing Care",80,MS-PCH-17097,Mississippi Department of Health,2024-02-20,85,True,False,False,https://www.bailey-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.326758,-90.245563
75,Bayou Home,3950 Church Street,Collinsville,Lauderdale,MS,39111,(601) 890-8473,Skilled Nursing Facility,"Independent Living, Intermediate Care, Memory Care",97,MS-PCH-84924,Mississippi Department of Health,2024-12-24,79,True,False,False,https://www.collinsville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.512949,-90.595319
76,Azalea Place,5144 Church Street,Bailey,Lauderdale,MS,39104,(769) 490-4943,Skilled Nursing Facility,"Continuing Care, Skilled Nursing, Memory Care",107,MS-PCH-82318,Mississippi Department of Health,2024-06-10,99,True,True,True,https://www.bailey-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.297497,-90.957655
77,Cypress Plaza,5175 Commerce Street,Collinsville,Lauderdale,MS,39725,(769) 484-2778,Adult Day Care Center,"Respite Care, Assisted Living, Intermediate Care",139,MS-PCH-77739,Mississippi Department of Health,2024-09-12,84,False,False,True,https://www.collinsville-senior-care.com,Active,Mississippi Department of Health,2025-07-12,31.528942,-90.692481
78,Heritage Retirement Community,6461 Highway 45,Pachuta,Clarke,MS,38716,(601) 545-6665,Intermediate Care Facility,"Independent Living, Skilled Nursing, Assisted Living",54,MS-PCH-60907,Mississippi Department of Health,2024-02-25,97,False,True,False,https://www.pachuta-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.352746,-91.081802
79,Heritage Place,5506 Commerce Street,Shubuta,Clarke,MS,39683,(228) 359-3321,Personal Care Home,"Independent Living, Personal Care, Respite Care, Continuing Care",74,MS-PCH-38093,Mississippi Department of Health,2024-03-15,97,False,True,False,https://www.shubuta-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.829115,-90.284216
80,Heritage Court,2810 North State Street,Kossuth,Alcorn,MS,38563,(662) 286-7668,Continuing Care Retirement Community,"Respite Care, Continuing Care, Adult Day Care, Personal Care",66,MS-PCH-84944,Mississippi Department of Health,2024-01-27,99,True,True,False,https://www.kossuth-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.494051,-91.458216
81,Alcorn Memory Care,358 Interstate 55,Rienzi,Alcorn,MS,39136,(601) 729-4345,Personal Care Home,"Continuing Care, Personal Care, Independent Living",22,MS-PCH-57546,Mississippi Department of Health,2024-02-07,98,False,True,True,https://www.rienzi-senior-care.com,Active,Mississippi Department of Health,2025-07-12,33.049774,-88.109225
82,Alcorn Senior Living,2250 Highway 82,Rienzi,Alcorn,MS,38400,(769) 509-9441,Residential Care Home,"Memory Care, Independent Living, Adult Day Care",129,MS-PCH-82150,Mississippi Department of Health,2024-05-18,74,True,False,True,https://www.rienzi-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.132359,-89.068191
83,Garden Memory Care,1180 Court Street,Rienzi,Alcorn,MS,38723,(228) 908-6086,Intermediate Care Facility,"Personal Care, Assisted Living, Independent Living",106,MS-PCH-78830,Mississippi Department of Health,2024-07-04,90,True,True,False,https://www.rienzi-senior-care.com,Active,Mississippi Department of Health,2025-07-12,34.131904,-89.499156
84,Mississippi House,1060 Highway 82,Marietta,Prentiss,MS,39357,(769) 746-3046,Residential Care Home,"Adult Day Care, Respite Care",90,MS-PCH-49416,Mississippi Department of Health,2024-01-14,89,True,False,False,https://www.marietta-senior-care.com,Active,Mississippi Department of Health,2025-07-12,30.194745,-89.909231
