id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
11,Ridge Assisted Living,6939 West Paces Ferry Road,Dunwoody,DeKalb,GA,35777,(229) 668-2685,Personal Care Home,"Continuing Care, Personal Care",167,GA-PCH-91132,Georgia Department of Community Health,2024-08-13,100,False,True,False,https://www.dunwoody-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.648178,-83.98556
12,Decatur Retirement Community,8589 Candler Road,Decatur,DeKalb,GA,30310,(706) 210-5699,Residential Care Facility,"Personal Care, Memory Care, Assisted Living, Independent Living",26,GA-PCH-32375,Georgia Department of Community Health,2024-09-27,92,False,False,True,https://www.decatur-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.539797,-83.717971
13,Valley Commons,8311 Candler Road,Chamblee,DeKalb,GA,32812,(678) 298-1127,Personal Care Home,"Adult Day Care, Respite Care",110,GA-PCH-68856,Georgia Department of Community Health,2024-01-27,86,False,False,False,https://www.chamblee-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.984335,-82.349131
14,Heritage Memory Care,6436 Edgewood Avenue,Dunwoody,DeKalb,GA,34156,(706) 676-5664,Personal Care Home,"Adult Day Care, Skilled Nursing, Continuing Care",69,GA-PCH-25357,Georgia Department of Community Health,2024-05-24,72,True,False,True,https://www.dunwoody-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.684821,-83.517241
15,Gwinnett Care Center,5107 DeKalb Avenue,Duluth,Gwinnett,GA,31905,(762) 379-6236,Skilled Nursing Facility,"Assisted Living, Personal Care, Memory Care, Respite Care",41,GA-PCH-99282,Georgia Department of Community Health,2024-07-19,80,True,False,False,https://www.duluth-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.546921,-82.644462
16,River Senior Living,671 Moreland Avenue,Duluth,Gwinnett,GA,36359,(762) 271-7808,Assisted Living Community,"Skilled Nursing, Assisted Living, Adult Day Care",24,GA-PCH-61156,Georgia Department of Community Health,2024-07-07,83,False,True,True,https://www.duluth-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.8212,-83.24026
17,Pine Place,6674 Edgewood Avenue,Norcross,Gwinnett,GA,31730,(762) 417-7975,Independent Living Community,"Adult Day Care, Memory Care, Independent Living",139,GA-PCH-89044,Georgia Department of Community Health,2024-09-02,90,False,False,True,https://www.norcross-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.483818,-85.038739
18,Azalea Village,3818 Ponce de Leon Avenue,Duluth,Gwinnett,GA,30511,(912) 942-6519,Personal Care Home,"Independent Living, Respite Care, Personal Care",118,GA-PCH-19629,Georgia Department of Community Health,2024-01-05,91,False,False,False,https://www.duluth-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.991015,-83.228014
19,Ridge Commons,4587 Spring Street,Lawrenceville,Gwinnett,GA,37508,(404) 367-5719,Personal Care Home,"Skilled Nursing, Continuing Care",130,GA-PCH-31874,Georgia Department of Community Health,2024-07-05,90,False,True,False,https://www.lawrenceville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.520258,-85.081902
20,Oak Court,8355 Spring Street,Duluth,Gwinnett,GA,34636,(678) 421-3075,Adult Day Care Center,"Continuing Care, Personal Care, Independent Living, Memory Care",90,GA-PCH-65286,Georgia Department of Community Health,2024-05-13,98,True,True,False,https://www.duluth-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.825179,-85.424638
21,Estate Commons,844 Howell Mill Road,Lawrenceville,Gwinnett,GA,37861,(770) 474-3642,Continuing Care Retirement Community,"Skilled Nursing, Respite Care, Continuing Care, Memory Care",74,GA-PCH-85851,Georgia Department of Community Health,2024-02-01,99,False,True,False,https://www.lawrenceville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.530016,-81.088842
22,Peach Plaza,1917 Spring Street,Norcross,Gwinnett,GA,31489,(478) 590-2500,Assisted Living Community,"Memory Care, Independent Living, Skilled Nursing",145,GA-PCH-28364,Georgia Department of Community Health,2024-07-20,86,True,False,False,https://www.norcross-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.232887,-84.319229
23,Valley Center,1843 Auburn Avenue,Kennesaw,Cobb,GA,30928,(478) 723-2984,Residential Care Facility,"Adult Day Care, Continuing Care",66,GA-PCH-26792,Georgia Department of Community Health,2024-11-03,78,True,False,False,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.942254,-84.902412
24,Ridge Home,9954 Moreland Avenue,Marietta,Cobb,GA,30387,(912) 306-8270,Memory Care Facility,"Assisted Living, Continuing Care, Personal Care, Independent Living",40,GA-PCH-16230,Georgia Department of Community Health,2024-02-25,73,False,False,False,https://www.marietta-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.520102,-84.52949
25,Kennesaw Center,5237 Edgewood Avenue,Kennesaw,Cobb,GA,38413,(678) 788-4097,Personal Care Home,"Respite Care, Independent Living, Continuing Care",166,GA-PCH-12982,Georgia Department of Community Health,2024-05-14,78,False,True,False,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.360826,-83.805696
26,Maple Village,2946 Candler Road,Kennesaw,Cobb,GA,33615,(762) 748-7936,Personal Care Home,"Memory Care, Skilled Nursing, Independent Living",65,GA-PCH-55369,Georgia Department of Community Health,2024-12-20,93,False,False,True,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.929974,-83.437575
27,Cobb Manor,7843 Memorial Drive,Marietta,Cobb,GA,30379,(706) 839-2958,Assisted Living Community,"Personal Care, Memory Care, Respite Care",161,GA-PCH-45168,Georgia Department of Community Health,2024-02-12,76,False,False,True,https://www.marietta-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.787886,-84.98567
28,Kennesaw Place,5044 Candler Road,Kennesaw,Cobb,GA,34907,(404) 972-9285,Skilled Nursing Facility,"Personal Care, Memory Care, Adult Day Care",130,GA-PCH-97397,Georgia Department of Community Health,2024-04-10,70,False,False,False,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.869238,-85.335894
29,Village Assisted Living,4606 Edgewood Avenue,Kennesaw,Cobb,GA,35577,(229) 749-4808,Skilled Nursing Facility,"Assisted Living, Independent Living",152,GA-PCH-15406,Georgia Department of Community Health,2024-03-27,89,True,True,True,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.333329,-82.840734
30,Dogwood Care Center,673 DeKalb Avenue,Kennesaw,Cobb,GA,39807,(678) 356-6956,Assisted Living Community,"Adult Day Care, Personal Care",114,GA-PCH-96291,Georgia Department of Community Health,2024-10-17,72,True,False,False,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.594064,-83.619703
31,Garden Home,2621 Marietta Street,Kennesaw,Cobb,GA,30259,(229) 840-3766,Continuing Care Retirement Community,"Memory Care, Personal Care, Respite Care",179,GA-PCH-62528,Georgia Department of Community Health,2024-07-08,91,True,True,False,https://www.kennesaw-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.792961,-82.042935
32,Forest Park Memory Care,6636 Northside Drive,Forest Park,Clayton,GA,35878,(678) 875-4256,Personal Care Home,"Assisted Living, Continuing Care, Respite Care, Skilled Nursing",118,GA-PCH-40020,Georgia Department of Community Health,2024-08-11,70,False,True,True,https://www.forestpark-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.556751,-81.838895
33,Pine Senior Living,9437 Northside Drive,Jonesboro,Clayton,GA,34448,(478) 968-9577,Continuing Care Retirement Community,"Respite Care, Independent Living, Memory Care, Personal Care",109,GA-PCH-25693,Georgia Department of Community Health,2024-06-02,78,True,False,False,https://www.jonesboro-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.653041,-83.707938
34,Magnolia Residence,4403 North Avenue,Jonesboro,Clayton,GA,35311,(478) 201-2291,Memory Care Facility,"Memory Care, Adult Day Care",159,GA-PCH-13262,Georgia Department of Community Health,2024-11-10,80,False,False,True,https://www.jonesboro-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.018732,-83.971568
35,Plantation Estates,6340 Edgewood Avenue,Forest Park,Clayton,GA,38167,(762) 317-5157,Assisted Living Community,"Continuing Care, Personal Care",52,GA-PCH-85054,Georgia Department of Community Health,2024-05-15,96,True,True,True,https://www.forestpark-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.594103,-84.263447
36,Clayton Memory Care,8946 Howell Mill Road,Jonesboro,Clayton,GA,31297,(762) 889-4074,Memory Care Facility,"Skilled Nursing, Independent Living",174,GA-PCH-22411,Georgia Department of Community Health,2024-04-28,89,True,False,True,https://www.jonesboro-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.166299,-84.962451
37,Garden Village,2151 Peachtree Street,Morrow,Clayton,GA,35779,(706) 907-6775,Memory Care Facility,"Adult Day Care, Assisted Living, Skilled Nursing, Personal Care",74,GA-PCH-35754,Georgia Department of Community Health,2024-08-06,88,True,False,False,https://www.morrow-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.867806,-84.99032
38,Southern Gardens,4612 Edgewood Avenue,Morrow,Clayton,GA,34308,(678) 650-6420,Assisted Living Community,"Respite Care, Skilled Nursing, Personal Care, Memory Care",51,GA-PCH-81861,Georgia Department of Community Health,2024-03-23,96,True,False,True,https://www.morrow-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.11135,-83.595298
39,Peach Court,2449 Memorial Drive,Jonesboro,Clayton,GA,30249,(770) 626-9649,Skilled Nursing Facility,"Continuing Care, Respite Care, Independent Living, Personal Care",79,GA-PCH-25684,Georgia Department of Community Health,2024-12-07,73,True,False,False,https://www.jonesboro-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.174639,-81.79753
40,Garden Home,125 North Avenue,Morrow,Clayton,GA,31725,(470) 313-8618,Residential Care Facility,"Skilled Nursing, Memory Care, Assisted Living, Independent Living",127,GA-PCH-96491,Georgia Department of Community Health,2024-07-26,71,True,False,True,https://www.morrow-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.302334,-81.489504
41,Creek Court,9616 Moreland Avenue,Canton,Cherokee,GA,39339,(229) 591-8456,Personal Care Home,"Independent Living, Memory Care, Adult Day Care",121,GA-PCH-97114,Georgia Department of Community Health,2024-10-08,83,False,False,True,https://www.canton-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.903469,-85.278246
42,Woodstock Center,6669 Spring Street,Woodstock,Cherokee,GA,31387,(706) 666-5605,Assisted Living Community,"Respite Care, Skilled Nursing",122,GA-PCH-17225,Georgia Department of Community Health,2024-11-24,99,False,False,False,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.733825,-83.15338
43,Southern Care Center,4402 North Avenue,Woodstock,Cherokee,GA,37446,(470) 843-6064,Memory Care Facility,"Respite Care, Assisted Living",149,GA-PCH-98530,Georgia Department of Community Health,2024-03-03,75,True,True,True,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.708402,-81.815531
44,Valley Assisted Living,7277 Auburn Avenue,Woodstock,Cherokee,GA,38730,(478) 978-1948,Skilled Nursing Facility,"Adult Day Care, Continuing Care, Personal Care, Assisted Living",63,GA-PCH-39752,Georgia Department of Community Health,2024-11-07,70,False,False,False,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.049093,-84.350117
45,Cherokee Center,582 Buford Highway,Woodstock,Cherokee,GA,30867,(770) 355-9846,Residential Care Facility,"Skilled Nursing, Independent Living",74,GA-PCH-24750,Georgia Department of Community Health,2024-05-14,70,False,True,True,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.704858,-85.498078
46,Village Court,8804 Ponce de Leon Avenue,Woodstock,Cherokee,GA,36595,(229) 358-6151,Personal Care Home,"Respite Care, Personal Care",170,GA-PCH-26659,Georgia Department of Community Health,2024-11-04,78,False,False,False,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.366638,-81.069094
47,Cherokee House,6718 Memorial Drive,Canton,Cherokee,GA,37232,(770) 915-4541,Assisted Living Community,"Continuing Care, Personal Care, Respite Care",77,GA-PCH-28822,Georgia Department of Community Health,2024-05-11,91,True,True,False,https://www.canton-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.680964,-84.712512
48,Village Retirement Community,7369 Buford Highway,Woodstock,Cherokee,GA,36367,(770) 764-9521,Continuing Care Retirement Community,"Personal Care, Respite Care, Memory Care",164,GA-PCH-88900,Georgia Department of Community Health,2024-09-20,100,False,True,True,https://www.woodstock-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.471966,-84.880163
49,Creek Village,8568 West Paces Ferry Road,Holly Springs,Cherokee,GA,30974,(478) 542-5462,Adult Day Care Center,"Adult Day Care, Memory Care, Skilled Nursing, Assisted Living",166,GA-PCH-48869,Georgia Department of Community Health,2024-07-11,70,False,True,False,https://www.hollysprings-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.08985,-81.584656
50,Cumming Commons,7937 Piedmont Avenue,Cumming,Forsyth,GA,35538,(770) 413-3395,Independent Living Community,"Continuing Care, Personal Care, Memory Care",20,GA-PCH-22082,Georgia Department of Community Health,2024-07-12,95,True,True,False,https://www.cumming-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.33112,-80.950051
51,Manor Senior Living,9080 Northside Drive,Cumming,Forsyth,GA,35556,(229) 400-1036,Memory Care Facility,"Independent Living, Assisted Living, Personal Care, Adult Day Care",72,GA-PCH-53158,Georgia Department of Community Health,2024-02-11,92,False,False,False,https://www.cumming-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.36574,-85.371011
52,Valley Commons,5339 Edgewood Avenue,Dawsonville,Forsyth,GA,33476,(478) 820-2421,Adult Day Care Center,"Memory Care, Adult Day Care, Respite Care, Continuing Care",140,GA-PCH-99153,Georgia Department of Community Health,2024-10-17,79,False,False,True,https://www.dawsonville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.066569,-83.013358
53,Pine Manor,2268 North Avenue,Suwanee,Forsyth,GA,36127,(404) 742-3105,Memory Care Facility,"Assisted Living, Skilled Nursing, Memory Care",159,GA-PCH-27812,Georgia Department of Community Health,2024-12-10,86,True,False,False,https://www.suwanee-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.55222,-83.054362
54,Plantation Senior Living,577 Spring Street,Suwanee,Forsyth,GA,38855,(470) 952-6091,Personal Care Home,"Adult Day Care, Personal Care, Independent Living, Memory Care",76,GA-PCH-20459,Georgia Department of Community Health,2024-10-15,88,False,False,False,https://www.suwanee-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.365401,-81.871557
55,Pine Center,2533 Candler Road,Cumming,Forsyth,GA,33752,(404) 846-6835,Continuing Care Retirement Community,"Continuing Care, Respite Care",169,GA-PCH-99374,Georgia Department of Community Health,2024-11-25,96,True,True,True,https://www.cumming-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.647545,-84.878753
56,Estate House,1429 DeKalb Avenue,Cumming,Forsyth,GA,39424,(678) 973-8562,Independent Living Community,"Independent Living, Adult Day Care, Continuing Care",165,GA-PCH-79011,Georgia Department of Community Health,2024-09-04,91,True,False,False,https://www.cumming-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.360779,-83.143211
57,Pine Home,8661 Candler Road,Dawsonville,Forsyth,GA,35795,(912) 824-7138,Residential Care Facility,"Skilled Nursing, Continuing Care, Adult Day Care",89,GA-PCH-71659,Georgia Department of Community Health,2024-05-05,89,False,False,True,https://www.dawsonville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.552658,-82.524799
58,Maple Gardens,7435 Edgewood Avenue,Suwanee,Forsyth,GA,36897,(478) 948-8960,Independent Living Community,"Respite Care, Continuing Care, Skilled Nursing, Personal Care",149,GA-PCH-70485,Georgia Department of Community Health,2024-11-09,99,False,True,True,https://www.suwanee-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.805584,-84.320977
59,Colonial Gardens,345 Auburn Avenue,Stockbridge,Henry,GA,39770,(678) 283-4735,Skilled Nursing Facility,"Continuing Care, Adult Day Care, Independent Living, Assisted Living",31,GA-PCH-22078,Georgia Department of Community Health,2024-09-25,77,True,True,False,https://www.stockbridge-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.239284,-81.942714
60,Valley Court,3837 Edgewood Avenue,McDonough,Henry,GA,34147,(706) 381-4660,Memory Care Facility,"Skilled Nursing, Personal Care, Continuing Care",170,GA-PCH-14619,Georgia Department of Community Health,2024-10-10,99,False,False,False,https://www.mcdonough-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.345741,-83.682666
61,Henry Senior Living,4694 Howell Mill Road,McDonough,Henry,GA,31887,(229) 205-3800,Assisted Living Community,"Continuing Care, Respite Care",146,GA-PCH-48463,Georgia Department of Community Health,2024-02-28,74,True,False,False,https://www.mcdonough-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.486138,-81.485215
62,Henry Care Center,7785 Candler Road,McDonough,Henry,GA,39991,(229) 541-5763,Continuing Care Retirement Community,"Personal Care, Independent Living",144,GA-PCH-56245,Georgia Department of Community Health,2024-10-16,85,False,True,False,https://www.mcdonough-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.248454,-81.031209
63,Stockbridge Court,3965 Northside Drive,Stockbridge,Henry,GA,38759,(762) 700-5571,Personal Care Home,"Continuing Care, Memory Care, Adult Day Care, Skilled Nursing",129,GA-PCH-71219,Georgia Department of Community Health,2024-10-16,82,False,True,False,https://www.stockbridge-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.254302,-84.498128
64,McDonough Court,4818 Howell Mill Road,McDonough,Henry,GA,37261,(470) 684-5568,Personal Care Home,"Assisted Living, Continuing Care",169,GA-PCH-45486,Georgia Department of Community Health,2024-08-12,99,True,False,True,https://www.mcdonough-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.815038,-80.955887
65,Henry Commons,5107 Howell Mill Road,Stockbridge,Henry,GA,34923,(762) 271-1954,Residential Care Facility,"Assisted Living, Memory Care",108,GA-PCH-79602,Georgia Department of Community Health,2024-09-04,74,False,True,True,https://www.stockbridge-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.635915,-83.546814
66,Hills Gardens,3777 DeKalb Avenue,Hampton,Henry,GA,32250,(762) 670-4489,Skilled Nursing Facility,"Personal Care, Memory Care, Skilled Nursing",111,GA-PCH-15226,Georgia Department of Community Health,2024-01-27,70,False,True,False,https://www.hampton-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.090582,-80.959605
67,Azalea Memory Care,3834 Edgewood Avenue,Peachtree City,Fayette,GA,32632,(678) 872-9799,Independent Living Community,"Adult Day Care, Personal Care, Memory Care, Skilled Nursing",57,GA-PCH-48268,Georgia Department of Community Health,2024-11-24,73,False,True,True,https://www.peachtreecity-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.590809,-85.260639
68,Oak Village,2266 North Avenue,Tyrone,Fayette,GA,33571,(470) 567-8643,Assisted Living Community,"Assisted Living, Independent Living, Skilled Nursing, Adult Day Care",146,GA-PCH-97078,Georgia Department of Community Health,2024-03-22,72,True,True,True,https://www.tyrone-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.006041,-85.217238
69,Oak Manor,6749 DeKalb Avenue,Tyrone,Fayette,GA,39409,(770) 845-2526,Adult Day Care Center,"Continuing Care, Independent Living, Respite Care, Skilled Nursing",67,GA-PCH-28690,Georgia Department of Community Health,2024-04-12,85,True,True,True,https://www.tyrone-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.257873,-85.514908
70,Pine Commons,840 Ponce de Leon Avenue,Douglasville,Douglas,GA,34985,(762) 878-1028,Adult Day Care Center,"Memory Care, Independent Living",87,GA-PCH-30204,Georgia Department of Community Health,2024-02-19,88,False,False,False,https://www.douglasville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.3217,-83.213331
71,Estate Center,2474 Memorial Drive,Lithia Springs,Douglas,GA,32564,(470) 849-4833,Personal Care Home,"Skilled Nursing, Personal Care",113,GA-PCH-54551,Georgia Department of Community Health,2024-06-02,83,False,False,True,https://www.lithiasprings-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.312441,-84.514222
72,Dogwood Memory Care,9071 Candler Road,Villa Rica,Douglas,GA,38736,(770) 639-2148,Assisted Living Community,"Adult Day Care, Independent Living, Respite Care",49,GA-PCH-31098,Georgia Department of Community Health,2024-03-18,84,False,True,True,https://www.villarica-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.399398,-81.339409
73,Ridge Center,8092 DeKalb Avenue,Douglasville,Douglas,GA,30420,(912) 495-3535,Assisted Living Community,"Continuing Care, Skilled Nursing, Personal Care, Respite Care",114,GA-PCH-62631,Georgia Department of Community Health,2024-02-17,96,True,False,True,https://www.douglasville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.729997,-81.134374
74,Azalea Commons,6896 Northside Drive,Lithia Springs,Douglas,GA,38905,(404) 382-3080,Personal Care Home,"Assisted Living, Skilled Nursing, Independent Living",100,GA-PCH-49068,Georgia Department of Community Health,2024-08-13,74,True,False,True,https://www.lithiasprings-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.046712,-81.795991
75,Hills Senior Living,8335 Howell Mill Road,Lakeview,Rockdale,GA,32663,(678) 451-7812,Memory Care Facility,"Independent Living, Skilled Nursing, Personal Care, Adult Day Care",100,GA-PCH-95156,Georgia Department of Community Health,2024-10-17,80,True,False,False,https://www.lakeview-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.998452,-81.855934
76,River Memory Care,6197 Auburn Avenue,Lakeview,Rockdale,GA,37675,(912) 868-4796,Continuing Care Retirement Community,"Skilled Nursing, Assisted Living",141,GA-PCH-57408,Georgia Department of Community Health,2024-07-25,83,True,False,True,https://www.lakeview-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.797205,-85.454428
77,Oak Plaza,6139 Buford Highway,Stockbridge,Rockdale,GA,39974,(229) 732-9212,Personal Care Home,"Personal Care, Assisted Living",113,GA-PCH-58917,Georgia Department of Community Health,2024-05-24,86,True,False,False,https://www.stockbridge-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.555863,-82.348682
78,Oak Residence,1538 Memorial Drive,Lakeview,Rockdale,GA,34395,(762) 803-8997,Personal Care Home,"Adult Day Care, Personal Care, Respite Care",130,GA-PCH-35054,Georgia Department of Community Health,2024-12-08,100,True,False,False,https://www.lakeview-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.903043,-80.98142
79,Stockbridge Village,6266 Memorial Drive,Stockbridge,Rockdale,GA,38853,(762) 504-8827,Residential Care Facility,"Continuing Care, Memory Care, Skilled Nursing",60,GA-PCH-62816,Georgia Department of Community Health,2024-04-02,100,True,False,True,https://www.stockbridge-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.482229,-84.864821
80,Azalea Residence,7636 Northside Drive,Covington,Newton,GA,38459,(470) 610-7691,Assisted Living Community,"Skilled Nursing, Assisted Living, Memory Care, Personal Care",56,GA-PCH-31632,Georgia Department of Community Health,2024-02-05,75,True,False,False,https://www.covington-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.67685,-82.053407
81,Hills Manor,6797 Candler Road,Oxford,Newton,GA,37308,(478) 903-5282,Personal Care Home,"Continuing Care, Memory Care",153,GA-PCH-10234,Georgia Department of Community Health,2024-12-28,93,True,False,True,https://www.oxford-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.152534,-85.545391
82,Manor Estates,142 Marietta Street,Monroe,Walton,GA,37809,(470) 703-7423,Memory Care Facility,"Assisted Living, Memory Care, Independent Living",109,GA-PCH-52187,Georgia Department of Community Health,2024-12-27,70,False,True,True,https://www.monroe-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.609943,-81.323233
