provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Mount Pleasant Tranquil Living Center,Assisted Living Facility,516 Elm Street,Mount Pleasant,TX,(972) 224-6360,PCH91910,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Titus,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450101
Titus County Care Facility,Residential Care Facility,555 Highway,Mount Pleasant,TX,(409) 911-3443,RC85835,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Titus,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450110
Cookville Care Center,Senior Care Home,804 Pine Street,Cookville,TX,(409) 379-1297,ALF45778,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Titus,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450119
Wall Maple Senior Care,Senior Care Home,458 County Road,Wall,TX,(325) 324-9526,RC98522,Active,Private,"Assisted Living, Medication Management",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450129
Tom Green County Personal Care,Family Care Home,393 Second Street,Goodfellow AFB,TX,(512) 634-1391,CCH52483,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450137
San Angelo Harmony Care Home,Senior Care Home,419 Pine Street,San Angelo,TX,(281) 677-6436,ALF43173,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450149
Meadowbrook Senior Living,Family Care Home,657 Old Town Road,Goodfellow AFB,TX,(945) 722-7153,ASL82624,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450162
Tom Green County Care Center,Family Care Home,468 Country Lane,San Angelo,TX,(432) 818-9411,RC73587,Active,Private,"Assisted Living, Personal Care",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450172
Evergreen Senior Home,Community Care Center,433 Old Town Road,Wall,TX,(281) 356-1959,LTC64323,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450233
Family Senior Home,Community Care Center,873 Country Lane,Grape Creek,TX,(469) 442-6677,CCH93979,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450246
Family Tom Green Home Care,Senior Care Home,400 Church Street,Wall,TX,(469) 558-8912,LTC47633,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450258
Oak Assisted Living,Personal Care Home,643 Maple Street,Goodfellow AFB,TX,(972) 471-4599,ASL91864,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450266
Goodfellow AFB Golden Care Facility,Community Care Center,267 Country Lane,Goodfellow AFB,TX,(915) 570-2222,LTC46371,Active,Private,"Residential Care, Companionship",Assisted Living,Tom Green,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450275
Trinity County Assisted Care,Family Care Home,756 Country Lane,Huntsville,TX,(972) 716-8967,CCH37799,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Trinity,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450285
Huntsville Riverside Care Services,Senior Care Home,423 Rural Route,Huntsville,TX,(432) 667-7375,LTC65363,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Trinity,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450294
Huntsville Serene Senior Services,Senior Care Home,425 Maple Street,Huntsville,TX,(972) 427-7801,LTC38072,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Trinity,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450308
Trinity County Senior Home,Residential Care Facility,180 Hill Road,Trinity,TX,(409) 689-9090,ALF89767,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Trinity,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450319
Serene Trinity Senior Care,Family Care Home,288 Main Street,Crockett,TX,(806) 847-4467,LTC98817,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Trinity,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450327
Tyler County Living Center,Family Care Home,718 State Highway,Spurger,TX,(430) 683-6386,PCH93469,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Tyler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450339
Family Tyler Senior Care,Family Care Home,183 Main Street,Colmesneil,TX,(979) 683-7149,ASL38682,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Tyler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450352
Tyler County Care Center,Assisted Living Facility,939 Main Street,Colmesneil,TX,(254) 306-6019,RC16450,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Tyler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450362
Evergreen Care Services,Residential Care Facility,201 County Road,Woodville,TX,(830) 794-5205,PCH68474,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Tyler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450372
Colmesneil Family Home Care,Senior Care Home,424 Cedar Street,Colmesneil,TX,(512) 980-3405,PCH33205,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Tyler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450381
Ore City Residential Care,Family Care Home,243 Old Town Road,Ore City,TX,(361) 596-3513,PCH31157,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450390
Ore City Harmony Assisted Living,Family Care Home,194 County Road,Ore City,TX,(713) 666-6389,ALF81984,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450398
Grace Assisted Living,Assisted Living Facility,472 First Street,Ore City,TX,(903) 206-5905,ASL98403,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450406
Evergreen Residential Care,Assisted Living Facility,461 Creek Road,East Mountain,TX,(430) 262-9175,LTC25065,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450413
Tranquil Upshur Senior Home,Senior Care Home,737 Pine Street,Gilmer,TX,(409) 971-9205,LTC12520,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450421
East Mountain Pioneer Senior Services,Family Care Home,729 Ranch Road,East Mountain,TX,(945) 848-3534,ASL95731,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Upshur,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450428
Upton County Personal Care,Residential Care Facility,210 Creek Road,Upland,TX,(737) 374-5319,ALF73989,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450437
Upton County Assisted Living,Community Care Center,584 State Highway,McCamey,TX,(737) 370-2341,LTC64246,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450444
Upland Senior Services,Assisted Living Facility,739 Country Lane,Upland,TX,(903) 358-5497,RC70247,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450452
McCamey Grace Senior Home,Family Care Home,378 Second Street,McCamey,TX,(432) 998-2067,ASL47538,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450463
Upton County Senior Care,Senior Care Home,111 Ranch Road,Upland,TX,(832) 866-6683,LTC66678,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450471
Pine Senior Care,Community Care Center,456 State Highway,Midkiff,TX,(281) 261-6782,ALF37880,Active,Private,"Assisted Living, Medication Management",Assisted Living,Upton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450485
Riverside Senior Living,Assisted Living Facility,382 Mill Street,Uvalde,TX,(325) 511-8676,ALF34856,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Uvalde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450511
Harmony Uvalde Care Services,Community Care Center,529 Church Street,Uvalde,TX,(979) 923-4877,LTC93153,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Uvalde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450520
Utopia Senior Care,Personal Care Home,235 Elm Street,Utopia,TX,(254) 469-2490,ALF95804,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Uvalde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450528
Evergreen Uvalde Senior Services,Community Care Center,997 Cedar Street,Utopia,TX,(979) 433-1577,ASL74395,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Uvalde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450541
Sabinal Care Center,Community Care Center,122 Rural Route,Sabinal,TX,(945) 542-5315,PCH82790,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Uvalde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450553
Laughlin AFB Home Care,Senior Care Home,378 County Road,Laughlin AFB,TX,(346) 657-8293,RC20812,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450564
Grace Val Verde Care Home,Personal Care Home,755 State Highway,Laughlin AFB,TX,(409) 663-7603,PCH34434,Active,Private,"Assisted Living, Personal Care",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450572
Serene Val Verde Assisted Care,Community Care Center,202 Ranch Road,Laughlin AFB,TX,(945) 706-2503,ALF17831,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450581
Comstock Assisted Living,Residential Care Facility,372 Main Street,Comstock,TX,(915) 652-5362,PCH15635,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450589
Del Rio Residential Care,Personal Care Home,614 State Highway,Del Rio,TX,(832) 465-4084,ASL63218,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450596
Laughlin AFB Sunset Care Services,Community Care Center,854 Highway,Laughlin AFB,TX,(806) 207-2618,RC78812,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450604
Cedar Val Verde Family Care,Family Care Home,235 Main Street,Del Rio,TX,(214) 374-8507,ASL15529,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Val Verde,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450612
Van Zandt County Home Care,Community Care Center,796 First Street,Edgewood,TX,(281) 882-5603,CCH55658,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Van Zandt,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450625
Hometown Care Services,Residential Care Facility,695 Ranch Road,Wills Point,TX,(972) 929-5985,RC15758,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Van Zandt,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450638
Grand Saline Senior Home,Community Care Center,297 Oak Street,Grand Saline,TX,(214) 633-8515,RC31486,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Van Zandt,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450647
Van Community Family Care,Community Care Center,149 Elm Street,Van,TX,(830) 338-5666,RC50155,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Van Zandt,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450661
Van Zandt County Living Center,Community Care Center,923 Hill Road,Canton,TX,(832) 968-4746,LTC52048,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Van Zandt,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450670
Pine Victoria Residential Care,Family Care Home,152 Old Town Road,Inez,TX,(432) 414-3635,ALF79419,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450681
Comfort Personal Care,Community Care Center,860 State Highway,Port Lavaca,TX,(915) 436-6751,PCH99180,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450689
