id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
11,Tennessee Memory Care,2819 Hillsboro Pike,Hixson,Hamilton,TN,37467,(865) 223-7943,Memory Care Community,"Adult Day Services, Independent Living, Assisted Living",101,TN-ACLF-14119,Tennessee Department of Health,2024-12-19,93,True,False,True,https://www.hixson-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.494025,-88.566842
12,Southern House,7234 Gallatin Pike,East Ridge,Hamilton,TN,37461,(731) 766-4562,Memory Care Community,"Skilled Nursing, Adult Day Services, Assisted Care, Respite Care",52,TN-ACLF-16475,Tennessee Department of Health,2024-06-15,78,True,False,True,https://www.eastridge-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.955037,-84.313843
13,Valley Gardens,5359 Franklin Pike,East Ridge,Hamilton,TN,37422,(731) 465-9154,Continuing Care Retirement Community,"Assisted Living, Assisted Care, Continuing Care",97,TN-ACLF-38552,Tennessee Department of Health,2024-11-19,93,True,False,False,https://www.eastridge-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.334232,-87.073889
14,Mountain House,1429 Lebanon Pike,Hixson,Hamilton,TN,37416,(931) 440-6494,Memory Care Community,"Assisted Living, Independent Living",89,TN-ACLF-70115,Tennessee Department of Health,2024-01-20,90,True,False,False,https://www.hixson-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.74267,-86.298596
15,Oak Village,9087 Lebanon Pike,Townsend,Blount,TN,37707,(615) 954-5909,Homes for the Aged,"Adult Day Services, Intermediate Care, Memory Care",69,TN-ACLF-26021,Tennessee Department of Health,2024-08-02,91,True,True,True,https://www.townsend-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.475061,-85.657529
16,Blount Residence,6550 Main Street,Townsend,Blount,TN,37588,(931) 519-1591,Continuing Care Retirement Community,"Intermediate Care, Memory Care, Independent Living",138,TN-ACLF-90880,Tennessee Department of Health,2024-01-10,83,True,True,False,https://www.townsend-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.130245,-87.489875
17,Oak Court,828 Nolensville Pike,Maryville,Blount,TN,37171,(629) 917-8476,Residential Home for the Aged,"Continuing Care, Assisted Care, Independent Living, Skilled Nursing",124,TN-ACLF-62433,Tennessee Department of Health,2024-07-08,78,True,False,False,https://www.maryville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.579398,-89.111789
18,Hills Village,7402 Gallatin Pike,Townsend,Blount,TN,38442,(731) 546-1367,Homes for the Aged,"Respite Care, Assisted Living, Intermediate Care, Skilled Nursing",59,TN-ACLF-33717,Tennessee Department of Health,2024-07-04,80,True,False,False,https://www.townsend-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.465474,-89.221341
19,Southern Village,7088 Hillsboro Pike,Townsend,Blount,TN,38724,(901) 871-3923,Continuing Care Retirement Community,"Skilled Nursing, Continuing Care, Independent Living",89,TN-ACLF-60327,Tennessee Department of Health,2024-02-26,81,False,False,True,https://www.townsend-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.764606,-87.264418
20,Smoky Mountain Manor,4242 Nolensville Pike,Telford,Washington,TN,37422,(931) 282-4271,Memory Care Community,"Skilled Nursing, Respite Care",94,TN-ACLF-66197,Tennessee Department of Health,2024-05-27,86,False,False,True,https://www.telford-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.862379,-85.809855
21,Creek Senior Living,7730 Charlotte Avenue,Telford,Washington,TN,37976,(423) 849-7949,Continuing Care Retirement Community,"Independent Living, Memory Care, Assisted Care, Continuing Care",109,TN-ACLF-25596,Tennessee Department of Health,2024-07-13,78,False,False,False,https://www.telford-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.983276,-88.177807
22,Cumberland Senior Living,1389 Church Street,Telford,Washington,TN,37759,(423) 343-5378,Homes for the Aged,"Adult Day Services, Continuing Care, Skilled Nursing, Assisted Care",132,TN-ACLF-17108,Tennessee Department of Health,2024-07-01,78,True,True,False,https://www.telford-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.611993,-83.054818
23,Hills Plaza,3663 Harding Pike,Jonesborough,Washington,TN,37166,(629) 450-9970,Skilled Nursing Facility,"Respite Care, Skilled Nursing, Assisted Living",76,TN-ACLF-65977,Tennessee Department of Health,2024-08-16,87,True,False,False,https://www.jonesborough-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.502177,-84.844095
24,Mountain Estates,9679 West End Avenue,Telford,Washington,TN,37758,(731) 583-5455,Assisted Care Living Facility,"Independent Living, Skilled Nursing, Assisted Care, Adult Day Services",64,TN-ACLF-97244,Tennessee Department of Health,2024-06-06,77,True,False,True,https://www.telford-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.182469,-83.663468
25,Maple Center,2831 Lebanon Pike,Telford,Washington,TN,37723,(629) 429-8451,Intermediate Care Facility,"Assisted Living, Skilled Nursing, Independent Living",56,TN-ACLF-38509,Tennessee Department of Health,2024-07-21,90,True,False,True,https://www.telford-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.916985,-88.039263
26,Sullivan Place,9336 Nolensville Pike,Bristol,Sullivan,TN,37996,(865) 742-8532,Intermediate Care Facility,"Respite Care, Independent Living",61,TN-ACLF-79627,Tennessee Department of Health,2024-01-18,98,False,True,False,https://www.bristol-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.370173,-88.813081
27,Sullivan Home,3835 Music Valley Drive,Bristol,Sullivan,TN,37646,(901) 906-9009,Memory Care Community,"Respite Care, Intermediate Care",22,TN-ACLF-86744,Tennessee Department of Health,2024-09-16,100,False,False,False,https://www.bristol-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.257031,-85.080061
28,Maple Village,8525 Nolensville Pike,Blountville,Sullivan,TN,38405,(865) 725-7526,Continuing Care Retirement Community,"Adult Day Services, Continuing Care",87,TN-ACLF-24710,Tennessee Department of Health,2024-12-04,89,True,True,True,https://www.blountville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.881512,-81.808576
29,Dogwood Court,5795 Main Street,Blountville,Sullivan,TN,38574,(423) 650-2591,Assisted Care Living Facility,"Memory Care, Adult Day Services, Assisted Care",153,TN-ACLF-72253,Tennessee Department of Health,2024-06-15,95,True,False,False,https://www.blountville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.094378,-85.735279
30,Sullivan Gardens,1671 West End Avenue,Bristol,Sullivan,TN,38551,(731) 740-9423,Memory Care Community,"Adult Day Services, Assisted Care",73,TN-ACLF-94628,Tennessee Department of Health,2024-03-21,88,True,False,False,https://www.bristol-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.076194,-86.878201
31,Blountville Memory Care,5091 Lebanon Pike,Blountville,Sullivan,TN,37792,(423) 850-1661,Memory Care Community,"Adult Day Services, Independent Living",157,TN-ACLF-36765,Tennessee Department of Health,2024-12-10,89,True,False,False,https://www.blountville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.229333,-88.556241
32,Southern Plaza,7824 Lebanon Pike,Bristol,Sullivan,TN,38858,(931) 645-5377,Residential Home for the Aged,"Assisted Living, Intermediate Care, Respite Care",60,TN-ACLF-63936,Tennessee Department of Health,2024-02-09,88,True,True,True,https://www.bristol-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.790988,-86.599988
33,Tennessee Residence,7715 Nolensville Pike,Blountville,Sullivan,TN,37307,(423) 433-3489,Assisted Care Living Facility,"Intermediate Care, Assisted Care",106,TN-ACLF-66374,Tennessee Department of Health,2024-05-09,80,True,False,False,https://www.blountville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.961483,-84.896561
34,Dogwood Village,1163 Commerce Street,Pigeon Forge,Sevier,TN,38397,(423) 824-7152,Intermediate Care Facility,"Assisted Care, Independent Living, Intermediate Care, Assisted Living",24,TN-ACLF-45187,Tennessee Department of Health,2024-01-16,94,True,False,False,https://www.pigeonforge-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.117044,-84.831203
35,Sevierville Center,4327 Music Valley Drive,Sevierville,Sevier,TN,38516,(731) 933-4718,Homes for the Aged,"Respite Care, Intermediate Care",89,TN-ACLF-20466,Tennessee Department of Health,2024-10-22,82,True,True,True,https://www.sevierville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.779125,-83.117135
36,Appalachian Memory Care,1802 Murfreesboro Pike,Oak Ridge,Anderson,TN,37590,(731) 981-5272,Continuing Care Retirement Community,"Respite Care, Continuing Care",84,TN-ACLF-68389,Tennessee Department of Health,2024-07-23,97,False,True,True,https://www.oakridge-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.919403,-83.155825
37,Ridge Place,4152 Church Street,Norris,Anderson,TN,37415,(931) 804-7453,Memory Care Community,"Skilled Nursing, Intermediate Care",125,TN-ACLF-53723,Tennessee Department of Health,2024-11-15,87,True,False,False,https://www.norris-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.391305,-82.575606
38,Smoky Mountain Court,8508 Church Street,Oak Ridge,Anderson,TN,38389,(615) 638-3393,Residential Home for the Aged,"Assisted Care, Skilled Nursing, Intermediate Care, Adult Day Services",62,TN-ACLF-66535,Tennessee Department of Health,2024-12-10,85,False,False,True,https://www.oakridge-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.698373,-82.685508
39,River Plaza,1641 Franklin Pike,Clinton,Anderson,TN,38242,(901) 335-3852,Skilled Nursing Facility,"Continuing Care, Memory Care, Respite Care",65,TN-ACLF-94831,Tennessee Department of Health,2024-05-22,90,False,False,True,https://www.clinton-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.512875,-88.270169
40,Magnolia Court,4386 Church Street,Rockwood,Roane,TN,37215,(423) 758-6123,Memory Care Community,"Intermediate Care, Independent Living, Assisted Care, Assisted Living",99,TN-ACLF-28239,Tennessee Department of Health,2024-11-07,91,False,True,True,https://www.rockwood-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.289215,-89.834916
41,River Village,7756 Hillsboro Pike,Kingston,Roane,TN,37954,(901) 999-9850,Residential Home for the Aged,"Respite Care, Independent Living, Memory Care, Adult Day Services",38,TN-ACLF-80287,Tennessee Department of Health,2024-11-06,77,True,False,True,https://www.kingston-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.070522,-82.90425
42,Mountain Care Center,9563 Commerce Street,Loudon,Loudon,TN,37328,(423) 649-6450,Adult Day Services,"Assisted Care, Skilled Nursing, Respite Care",104,TN-ACLF-57769,Tennessee Department of Health,2024-10-04,90,True,False,False,https://www.loudon-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.43019,-83.600158
43,Greenback Home,3683 Music Valley Drive,Greenback,Loudon,TN,37963,(423) 449-2027,Adult Day Services,"Independent Living, Assisted Care, Memory Care",28,TN-ACLF-37958,Tennessee Department of Health,2024-08-21,95,False,True,True,https://www.greenback-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.204302,-83.300918
44,Tellico Plains Care Center,793 Murfreesboro Pike,Tellico Plains,Monroe,TN,38746,(865) 442-1460,Assisted Care Living Facility,"Assisted Care, Independent Living",110,TN-ACLF-88479,Tennessee Department of Health,2024-06-23,81,True,True,False,https://www.tellicoplains-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.563129,-83.158365
45,Smoky Mountain Plaza,4004 Franklin Pike,Madisonville,Monroe,TN,37936,(931) 636-3809,Assisted Care Living Facility,"Assisted Care, Adult Day Services, Memory Care",91,TN-ACLF-90845,Tennessee Department of Health,2024-07-15,98,False,True,False,https://www.madisonville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.618229,-82.74237
46,Magnolia Village,4635 Music Valley Drive,Madisonville,Monroe,TN,37740,(615) 370-4812,Residential Home for the Aged,"Respite Care, Adult Day Services, Skilled Nursing, Assisted Care",58,TN-ACLF-48758,Tennessee Department of Health,2024-09-14,98,True,False,False,https://www.madisonville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.746794,-84.304348
47,Smoky Mountain Court,3153 Lebanon Pike,Englewood,McMinn,TN,37716,(931) 225-2574,Residential Home for the Aged,"Intermediate Care, Continuing Care",88,TN-ACLF-84594,Tennessee Department of Health,2024-05-15,100,False,True,True,https://www.englewood-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.239974,-82.498182
48,McMinn Village,8370 Music Valley Drive,Athens,McMinn,TN,37312,(629) 329-5966,Memory Care Community,"Respite Care, Intermediate Care, Memory Care",154,TN-ACLF-12933,Tennessee Department of Health,2024-12-05,87,False,False,False,https://www.athens-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.348349,-85.100032
49,Appalachian Retirement Community,2919 Hillsboro Pike,Etowah,McMinn,TN,37836,(865) 899-3331,Continuing Care Retirement Community,"Respite Care, Intermediate Care",51,TN-ACLF-33060,Tennessee Department of Health,2024-09-05,81,True,True,False,https://www.etowah-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.10134,-84.918053
50,Athens Assisted Living,747 Charlotte Avenue,Athens,McMinn,TN,37168,(615) 629-4268,Memory Care Community,"Adult Day Services, Independent Living",54,TN-ACLF-15948,Tennessee Department of Health,2024-04-04,89,False,False,False,https://www.athens-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.789589,-85.967784
51,Volunteer Manor,7176 West End Avenue,Hopewell,Bradley,TN,37488,(423) 385-2194,Residential Home for the Aged,"Adult Day Services, Continuing Care, Skilled Nursing",87,TN-ACLF-19007,Tennessee Department of Health,2024-09-11,88,True,True,False,https://www.hopewell-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.067687,-85.330551
52,Hopewell Village,5293 Broadway,Hopewell,Bradley,TN,38738,(615) 941-8414,Continuing Care Retirement Community,"Adult Day Services, Continuing Care, Intermediate Care",89,TN-ACLF-97239,Tennessee Department of Health,2024-10-17,99,True,False,False,https://www.hopewell-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.573417,-87.3223
53,Hopewell Place,246 Charlotte Avenue,Hopewell,Bradley,TN,37200,(731) 364-2003,Adult Day Services,"Assisted Care, Intermediate Care, Assisted Living",104,TN-ACLF-81659,Tennessee Department of Health,2024-03-19,98,False,False,False,https://www.hopewell-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.259294,-87.222195
54,Volunteer Care Center,7255 Hillsboro Pike,Hopewell,Bradley,TN,38388,(865) 457-4828,Assisted Care Living Facility,"Assisted Care, Assisted Living, Skilled Nursing, Intermediate Care",64,TN-ACLF-81720,Tennessee Department of Health,2024-02-15,85,False,True,True,https://www.hopewell-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.862377,-86.703003
55,Creek Assisted Living,6013 Murfreesboro Pike,Benton,Polk,TN,38401,(901) 350-1803,Assisted Care Living Facility,"Skilled Nursing, Adult Day Services, Assisted Care",41,TN-ACLF-44321,Tennessee Department of Health,2024-05-25,100,False,False,False,https://www.benton-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.348792,-88.849597
56,Cumberland Retirement Community,7509 Dickerson Pike,Ducktown,Polk,TN,38684,(731) 374-4080,Memory Care Community,"Independent Living, Adult Day Services",30,TN-ACLF-59174,Tennessee Department of Health,2024-03-28,85,False,True,False,https://www.ducktown-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.115949,-81.645795
57,Magnolia House,6968 Union Street,Benton,Polk,TN,37623,(423) 356-5919,Skilled Nursing Facility,"Skilled Nursing, Memory Care, Assisted Living, Respite Care",27,TN-ACLF-92462,Tennessee Department of Health,2024-01-23,99,True,True,True,https://www.benton-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.412292,-83.956774
58,Hills Place,2255 Union Street,Graysville,Rhea,TN,37861,(615) 354-7564,Continuing Care Retirement Community,"Intermediate Care, Continuing Care",108,TN-ACLF-10074,Tennessee Department of Health,2024-11-17,75,False,True,False,https://www.graysville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.596674,-83.092226
59,Rhea Assisted Living,5655 Franklin Pike,Graysville,Rhea,TN,38704,(865) 693-8030,Assisted Care Living Facility,"Respite Care, Memory Care, Adult Day Services",133,TN-ACLF-18571,Tennessee Department of Health,2024-08-15,78,False,True,False,https://www.graysville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.542035,-87.221313
60,Dogwood Gardens,7691 Dickerson Pike,Dayton,Rhea,TN,38651,(423) 330-2643,Continuing Care Retirement Community,"Continuing Care, Adult Day Services",147,TN-ACLF-95125,Tennessee Department of Health,2024-03-10,87,False,False,True,https://www.dayton-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.00928,-82.700814
61,Heritage Commons,8854 Dickerson Pike,Spring City,Rhea,TN,38899,(423) 760-7062,Residential Home for the Aged,"Memory Care, Skilled Nursing, Intermediate Care, Adult Day Services",108,TN-ACLF-50876,Tennessee Department of Health,2024-03-23,81,True,True,True,https://www.springcity-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.409669,-87.14165
62,Meigs Manor,3038 Main Street,Decatur,Meigs,TN,37848,(901) 214-5151,Intermediate Care Facility,"Memory Care, Skilled Nursing, Assisted Care",111,TN-ACLF-18236,Tennessee Department of Health,2024-10-12,79,True,False,True,https://www.decatur-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.909745,-86.797378
63,Valley Gardens,5568 Union Street,Decatur,Meigs,TN,38792,(731) 755-1888,Assisted Care Living Facility,"Skilled Nursing, Assisted Care",34,TN-ACLF-50536,Tennessee Department of Health,2024-04-12,76,True,True,False,https://www.decatur-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.814613,-88.154876
64,Meigs Center,4829 Murfreesboro Pike,Ten Mile,Meigs,TN,37189,(931) 503-5605,Residential Home for the Aged,"Assisted Living, Assisted Care",121,TN-ACLF-93991,Tennessee Department of Health,2024-12-23,94,False,True,True,https://www.tenmile-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.870863,-82.972196
65,Southern Village,2178 Union Street,Evensville,Meigs,TN,38573,(629) 854-2687,Residential Home for the Aged,"Intermediate Care, Memory Care, Assisted Living",128,TN-ACLF-86144,Tennessee Department of Health,2024-02-17,77,False,True,True,https://www.evensville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.650725,-83.298328
66,Creek Place,8281 Nolensville Pike,Crab Orchard,Cumberland,TN,38379,(731) 974-7179,Homes for the Aged,"Memory Care, Skilled Nursing, Adult Day Services, Independent Living",76,TN-ACLF-91310,Tennessee Department of Health,2024-10-03,88,True,True,False,https://www.craborchard-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.710786,-86.159513
67,Cumberland Manor,9546 Main Street,Crab Orchard,Cumberland,TN,38257,(901) 206-8256,Assisted Care Living Facility,"Respite Care, Memory Care",134,TN-ACLF-76217,Tennessee Department of Health,2024-09-07,74,False,True,False,https://www.craborchard-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.193764,-82.313428
68,Cumberland House,9536 Lebanon Pike,Crossville,Cumberland,TN,37222,(865) 953-4786,Skilled Nursing Facility,"Continuing Care, Memory Care, Assisted Living, Intermediate Care",38,TN-ACLF-39135,Tennessee Department of Health,2024-07-16,80,False,True,True,https://www.crossville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.836133,-85.153251
69,Magnolia Village,8642 Murfreesboro Pike,Crossville,Cumberland,TN,37648,(423) 253-8798,Assisted Care Living Facility,"Assisted Living, Independent Living",31,TN-ACLF-59732,Tennessee Department of Health,2024-08-25,85,False,True,False,https://www.crossville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.489733,-84.907921
70,Tennessee Assisted Living,7735 West End Avenue,Sequatchie,Bledsoe,TN,38830,(423) 362-7970,Homes for the Aged,"Intermediate Care, Skilled Nursing, Assisted Care, Independent Living",66,TN-ACLF-86454,Tennessee Department of Health,2024-03-18,90,False,False,False,https://www.sequatchie-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.635619,-81.993727
71,Dunlap Retirement Community,7072 Charlotte Avenue,Dunlap,Bledsoe,TN,37551,(615) 418-3442,Continuing Care Retirement Community,"Independent Living, Assisted Care, Respite Care",118,TN-ACLF-95932,Tennessee Department of Health,2024-01-21,77,False,False,False,https://www.dunlap-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.930839,-89.264436
72,Van Buren Commons,3244 Main Street,Spencer,Van Buren,TN,37186,(615) 517-3871,Assisted Care Living Facility,"Independent Living, Assisted Living, Adult Day Services, Respite Care",49,TN-ACLF-19219,Tennessee Department of Health,2024-05-03,83,True,True,False,https://www.spencer-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.223623,-87.910416
73,Country Court,8763 Harding Pike,Quebeck,Van Buren,TN,37909,(423) 984-8182,Continuing Care Retirement Community,"Assisted Care, Continuing Care, Respite Care, Adult Day Services",61,TN-ACLF-49144,Tennessee Department of Health,2024-04-17,92,True,True,True,https://www.quebeck-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.817791,-85.866808
74,Morrison House,3868 Gallatin Pike,Morrison,Warren,TN,37570,(423) 257-7878,Homes for the Aged,"Respite Care, Memory Care, Skilled Nursing, Independent Living",116,TN-ACLF-21037,Tennessee Department of Health,2024-03-23,98,True,True,True,https://www.morrison-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.314962,-83.0801
75,Magnolia Estates,2294 Broadway,Morrison,Warren,TN,38437,(901) 457-3590,Intermediate Care Facility,"Respite Care, Assisted Care",142,TN-ACLF-88522,Tennessee Department of Health,2024-10-01,99,False,True,True,https://www.morrison-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.351337,-82.225567
76,Maple Home,1650 Franklin Pike,Morrison,Warren,TN,37980,(423) 320-1436,Adult Day Services,"Independent Living, Intermediate Care, Respite Care, Skilled Nursing",55,TN-ACLF-74742,Tennessee Department of Health,2024-05-11,80,True,False,True,https://www.morrison-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.886064,-83.710975
77,Warren Place,736 Union Street,McMinnville,Warren,TN,38442,(901) 535-9010,Adult Day Services,"Memory Care, Independent Living",94,TN-ACLF-89735,Tennessee Department of Health,2024-02-02,84,False,True,False,https://www.mcminnville-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.819144,-83.601098
78,Colonial Commons,780 Lebanon Pike,Tracy City,Grundy,TN,38674,(629) 500-6319,Homes for the Aged,"Assisted Living, Memory Care",121,TN-ACLF-90711,Tennessee Department of Health,2024-07-05,98,True,True,False,https://www.tracycity-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.335996,-83.985454
79,Tennessee Place,9615 Harding Pike,Altamont,Grundy,TN,38937,(423) 702-8016,Assisted Care Living Facility,"Assisted Living, Adult Day Services, Assisted Care, Skilled Nursing",53,TN-ACLF-80424,Tennessee Department of Health,2024-11-14,83,False,True,True,https://www.altamont-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.787617,-86.54214
80,Grundy Assisted Living,7871 Union Street,Coalmont,Grundy,TN,37722,(423) 631-4884,Adult Day Services,"Respite Care, Independent Living, Assisted Living",95,TN-ACLF-11661,Tennessee Department of Health,2024-08-06,95,True,False,False,https://www.coalmont-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.703685,-88.730709
81,Coffee Residence,5306 West End Avenue,Manchester,Coffee,TN,37217,(731) 840-8103,Homes for the Aged,"Adult Day Services, Memory Care",131,TN-ACLF-30100,Tennessee Department of Health,2024-10-24,95,True,False,False,https://www.manchester-senior-living.com,Active,Tennessee Department of Health,2025-07-12,36.232369,-90.255789
82,Hills Manor,2241 Music Valley Drive,Tullahoma,Coffee,TN,37612,(865) 781-4746,Homes for the Aged,"Assisted Care, Intermediate Care",49,TN-ACLF-41691,Tennessee Department of Health,2024-08-14,77,False,False,True,https://www.tullahoma-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.001202,-90.033593
83,Mountain Assisted Living,4967 Franklin Pike,Tullahoma,Coffee,TN,38686,(731) 347-5806,Homes for the Aged,"Continuing Care, Assisted Care",109,TN-ACLF-29635,Tennessee Department of Health,2024-04-03,76,True,False,True,https://www.tullahoma-senior-living.com,Active,Tennessee Department of Health,2025-07-12,35.96196,-82.932139
