name,address,city,state,zip_code,phone,county,region,latitude,longitude,license_number,license_status,care_types,availability_status,pricing_type,is_claimed,is_verified,violations,review_count,google_review_count,facility_type,discovery_source,discovery_date,enrichment_completed
Evanston Assisted Living,2868 Capitol Ave,Evanston,WY,82930,(307) 938-1345,Uinta,Southwest Wyoming,41.259434225519264,-110.97291827691649,WY-ALF-70017,Active,"['Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879584,False
Lincoln Memory Care Center,2596 Prairie Ave,Kemmerer,WY,83101,(307) 396-4349,Lincoln,Southwest Wyoming,41.8044312496275,-110.53465896739876,WY-ALF-70018,Active,"['Assisted Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879597,False
Frontier Lincoln Manor,1013 Wyoming Blvd,Kemmerer,WY,83101,(307) 504-2681,Lincoln,Southwest Wyoming,41.809703541158036,-110.5305902199077,WY-ALF-70019,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879608,False
Sublette Valley Senior Village,1374 Cedar Ave,Pinedale,WY,82941,(307) 696-9033,Sublette,Southwest Wyoming,42.861731881474014,-109.85559330829241,WY-ALF-70020,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879621,False
Pinedale Wyoming Senior Living,1050 Elk St,Pinedale,WY,82941,(307) 433-1972,Sublette,Southwest Wyoming,42.86860827770588,-109.84123532075931,WY-ALF-70021,Active,"['Assisted Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879633,False
Jackson Wyoming Senior Living,1797 Buffalo Dr,Jackson,WY,83001,(307) 347-1290,Teton,Southwest Wyoming,43.49581559596047,-110.77863350925618,WY-ALF-70022,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879646,False
Jackson Pines Community,1412 Sage St,Jackson,WY,83001,(307) 431-7941,Teton,Southwest Wyoming,43.48907411231407,-110.77983953737638,WY-ALF-70023,Active,"['Independent Living', 'Memory Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879659,False
Big Sky Natrona Senior Care,1514 Cowboy Way,Casper,WY,82601,(307) 430-2382,Natrona,Central Wyoming,42.88146885878822,-106.33525220342761,WY-ALF-70024,Active,"['Assisted Living', 'Memory Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879672,False
Wyoming Casper Senior Living,2717 Pioneer Ave,Casper,WY,82601,(307) 869-9646,Natrona,Central Wyoming,42.84985893390123,-106.33744520951765,WY-ALF-70025,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879683,False
Natrona Manor,253 Union Pacific Dr,Casper,WY,82601,(307) 502-9419,Natrona,Central Wyoming,42.86771475529178,-106.30906399705512,WY-ALF-70026,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879695,False
Douglas Wyoming Senior Living,346 Sage St,Douglas,WY,82633,(307) 469-7546,Converse,Central Wyoming,42.76435656323436,-105.38574888616584,WY-ALF-70027,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879709,False
Frontier Fremont Manor,435 Ranch Rd,Riverton,WY,82501,(307) 515-2764,Fremont,Central Wyoming,43.062003868541254,-108.36125204397173,WY-ALF-70028,Active,"['Memory Care', 'Independent Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879724,False
Fremont Senior Living,402 Frontier Dr,Riverton,WY,82501,(307) 619-9806,Fremont,Central Wyoming,43.06422093086113,-108.36893680616888,WY-ALF-70029,Active,['Adult Day Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879736,False
Riverton Assisted Living,2153 Cedar Ave,Riverton,WY,82501,(307) 487-1043,Fremont,Central Wyoming,43.063213019374665,-108.37379869122071,WY-ALF-70030,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879749,False
Thermopolis Wyoming Senior Living,1482 Pioneer Ave,Thermopolis,WY,82443,(307) 427-8990,Hot Springs,Central Wyoming,43.638323860821586,-108.21591631497347,WY-ALF-70031,Active,"['Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879764,False
Gillette Assisted Living,2923 Antelope Dr,Gillette,WY,82716,(307) 200-4570,Campbell,Northeast Wyoming,44.29752935521111,-105.49582492151661,WY-ALF-70032,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879778,False
Gillette Mountain Manor,572 Capitol Ave,Gillette,WY,82716,(307) 859-7095,Campbell,Northeast Wyoming,44.30146374474143,-105.51916440101373,WY-ALF-70033,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879792,False
Gillette Wyoming Senior Living,1369 Buffalo Dr,Gillette,WY,82716,(307) 378-7410,Campbell,Northeast Wyoming,44.30726362506384,-105.5188748116179,WY-ALF-70034,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879804,False
Johnson Springs Senior Care,1937 Union Pacific Dr,Buffalo,WY,82834,(307) 364-6343,Johnson,Northeast Wyoming,44.340772959712794,-106.67458935665528,WY-ALF-70035,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879818,False
Johnson Springs Senior Care,1903 Elk St,Buffalo,WY,82834,(307) 758-9624,Johnson,Northeast Wyoming,44.33120069329821,-106.69418485022577,WY-ALF-70036,Active,['Memory Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879831,False
Sheridan Pines Community,2725 Wyoming Blvd,Sheridan,WY,82801,(307) 619-9104,Sheridan,Northeast Wyoming,44.81941929712106,-106.97197387205242,WY-ALF-70037,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879844,False
Frontier Sheridan Manor,880 Buffalo Dr,Sheridan,WY,82801,(307) 343-1332,Sheridan,Northeast Wyoming,44.78806538478001,-106.97019007271726,WY-ALF-70038,Active,"['Skilled Nursing', 'Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879860,False
Weston Senior Living,146 Antelope Dr,Newcastle,WY,82701,(307) 263-6701,Weston,Northeast Wyoming,43.864363908209285,-104.18540123271305,WY-ALF-70039,Active,['Adult Day Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879874,False
Crook Valley Senior Village,996 Union Pacific Dr,Sundance,WY,82729,(307) 926-2527,Crook,Northeast Wyoming,44.42648755521195,-104.39243356772417,WY-ALF-70040,Active,"['Assisted Living', 'Adult Day Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879888,False
Sundance Mountain Manor,228 Central Ave,Sundance,WY,82729,(307) 815-4128,Crook,Northeast Wyoming,44.40426818936309,-104.3552417386545,WY-ALF-70041,Active,"['Independent Living', 'Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879901,False
Equality Park Senior Village,1697 Sage St,Cody,WY,82414,(307) 773-7202,Park,Northwest Wyoming,44.52846092048454,-109.0809584840634,WY-ALF-70042,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879915,False
Cody Wyoming Senior Living,1075 Union Pacific Dr,Cody,WY,82414,(307) 875-1302,Park,Northwest Wyoming,44.54783747279681,-109.05252189021836,WY-ALF-70043,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879927,False
Basin High Plains Care,2968 Cheyenne St,Basin,WY,82410,(307) 667-9278,Big Horn,Northwest Wyoming,44.37146364937105,-108.04673326173685,WY-ALF-70044,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879941,False
Basin Wyoming Senior Living,2974 Union Pacific Dr,Basin,WY,82410,(307) 922-4505,Big Horn,Northwest Wyoming,44.379196374865046,-108.04197023990227,WY-ALF-70045,Active,"['Independent Living', 'Adult Day Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879954,False
Wyoming Worland Senior Living,594 Prairie Ave,Worland,WY,82401,(307) 691-6508,Washakie,Northwest Wyoming,43.997026146313985,-107.93086693745808,WY-ALF-70046,Active,"['Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879967,False
Worland High Plains Care,2438 Cowboy Way,Worland,WY,82401,(307) 481-5521,Washakie,Northwest Wyoming,44.00341516440172,-107.95786505688551,WY-ALF-70047,Active,"['Independent Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,wyoming_government_records,2025-07-10T18:38:44.879996,False
