name,address,city,state,zip_code,phone,county,region,latitude,longitude,license_number,license_status,care_types,availability_status,pricing_type,is_claimed,is_verified,violations,review_count,google_review_count,facility_type,discovery_source,discovery_date,enrichment_completed
Tooele Ridge Assisted Living,1095 Canyon Rd,Tooele,UT,84074,(801) 581-3609,Tooele,Wasatch Front,40.5296152128695,-112.27424400839902,UT-ALF-80022,Active,"['Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243800,False
Tooele Utah Senior Living,2672 State St,Tooele,UT,84074,(385) 928-9685,Tooele,Wasatch Front,40.50636144990284,-112.2984399365179,UT-ALF-80023,Active,"['Assisted Living', 'Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243809,False
Wasatch Morgan Care Center,4037 Highland Dr,Morgan,UT,84050,(801) 992-6719,Morgan,Wasatch Front,41.03192146641225,-111.6859083604481,UT-ALF-80024,Active,"['Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243819,False
Morgan Manor,3140 200 South,Morgan,UT,84050,(801) 847-1886,Morgan,Wasatch Front,41.04318923453998,-111.69076270722186,UT-ALF-80025,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243829,False
Coalville Utah Senior Living,2331 Redwood Rd,Coalville,UT,84017,(385) 927-5338,Summit,Wasatch Front,40.910014197423585,-111.37999848852452,UT-ALF-80026,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243838,False
Summit Senior Living,2835 Main St,Coalville,UT,84017,(385) 454-3649,Summit,Wasatch Front,40.913448142352024,-111.41867574171415,UT-ALF-80027,Active,"['Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243847,False
Wasatch Summit Care Center,3574 University Ave,Coalville,UT,84017,(385) 722-4688,Summit,Wasatch Front,40.92958238368477,-111.3753656945746,UT-ALF-80028,Active,"['Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243856,False
Coalville Pines Community,4669 Temple Dr,Coalville,UT,84017,(801) 312-8018,Summit,Wasatch Front,40.91959030320307,-111.38332561244596,UT-ALF-80029,Active,"['Assisted Living', 'Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243870,False
Utah Brigham City Senior Living,4998 Foothill Dr,Brigham City,UT,84302,(801) 665-8509,Box Elder,Northern Utah,41.49968028856398,-112.03430650590401,UT-ALF-80030,Active,"['Adult Day Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243880,False
Wasatch Box Elder Care Center,3026 University Ave,Brigham City,UT,84302,(801) 715-6197,Box Elder,Northern Utah,41.52625483202774,-112.00847490650233,UT-ALF-80031,Active,"['Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243889,False
Box Elder Springs Senior Care,2077 Wasatch Blvd,Brigham City,UT,84302,(385) 409-8924,Box Elder,Northern Utah,41.50923586309026,-112.02627776777302,UT-ALF-80032,Active,"['Independent Living', 'Memory Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243898,False
Wasatch Cache Care Center,4875 Highland Dr,Logan,UT,84321,(385) 230-4626,Cache,Northern Utah,41.76041374901414,-111.84436155600405,UT-ALF-80033,Active,"['Adult Day Care', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243910,False
Wasatch Cache Care Center,2395 Wasatch Blvd,Logan,UT,84321,(385) 440-2973,Cache,Northern Utah,41.72874472712094,-111.85827481835875,UT-ALF-80034,Active,"['Adult Day Care', 'Skilled Nursing', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243920,False
Utah Logan Senior Living,3463 Foothill Dr,Logan,UT,84321,(801) 651-5060,Cache,Northern Utah,41.75314116836624,-111.85103794302782,UT-ALF-80035,Active,"['Independent Living', 'Skilled Nursing', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243930,False
Beehive Rich Senior Care,422 Pioneer Rd,Randolph,UT,84064,(801) 398-5444,Rich,Northern Utah,41.65641547420766,-111.18859913548808,UT-ALF-80036,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243941,False
Pioneer Wasatch Manor,3232 Wasatch Blvd,Heber City,UT,84032,(385) 517-6615,Wasatch,Central Utah,40.50185344298481,-111.40524579791851,UT-ALF-80037,Active,"['Independent Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243951,False
Wasatch Senior Living,2688 Pioneer Rd,Heber City,UT,84032,(801) 688-1216,Wasatch,Central Utah,40.5314616619718,-111.39404608973871,UT-ALF-80038,Active,"['Adult Day Care', 'Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243960,False
Beehive Wasatch Senior Care,2683 Canyon Rd,Heber City,UT,84032,(385) 215-1305,Wasatch,Central Utah,40.48812374763297,-111.43614882758922,UT-ALF-80039,Active,"['Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243969,False
Wasatch Manor,1976 Redwood Rd,Heber City,UT,84032,(801) 807-9032,Wasatch,Central Utah,40.514686443269085,-111.43493384261397,UT-ALF-80040,Active,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.243997,False
Duchesne Desert Care,2722 Pioneer Rd,Duchesne,UT,84021,(385) 982-3155,Duchesne,Central Utah,40.18460781675673,-110.38948949200667,UT-ALF-80041,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244014,False
Duchesne Heights Retirement,4327 University Ave,Duchesne,UT,84021,(801) 307-2934,Duchesne,Central Utah,40.139583022781686,-110.3825804378894,UT-ALF-80042,Active,"['Assisted Living', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244023,False
Utah Duchesne Senior Living,4704 Valley View Dr,Duchesne,UT,84021,(801) 878-6936,Duchesne,Central Utah,40.181770793125686,-110.42129262420242,UT-ALF-80043,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244032,False
Vernal Utah Senior Living,3800 Brigham St,Vernal,UT,84078,(385) 272-2266,Uintah,Central Utah,40.46946162309087,-109.54236069679455,UT-ALF-80044,Active,"['Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244044,False
Uintah Valley Senior Village,4028 100 North,Vernal,UT,84078,(801) 937-2047,Uintah,Central Utah,40.449362296677926,-109.55275543520152,UT-ALF-80045,Active,"['Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244053,False
Wasatch Uintah Care Center,3418 Mountain View Dr,Vernal,UT,84078,(385) 366-3162,Uintah,Central Utah,40.43840989538174,-109.51114608075152,UT-ALF-80046,Active,"['Memory Care', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244063,False
Price Utah Senior Living,4741 Redwood Rd,Price,UT,84501,(801) 439-5389,Carbon,Central Utah,39.62237531328929,-110.8132293478595,UT-ALF-80047,Active,"['Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244073,False
Carbon Senior Living,2882 200 South,Price,UT,84501,(385) 592-4130,Carbon,Central Utah,39.62314033286002,-110.82575400561882,UT-ALF-80048,Active,"['Adult Day Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244081,False
Utah Price Senior Living,1457 Wasatch Blvd,Price,UT,84501,(385) 981-7929,Carbon,Central Utah,39.6115730514603,-110.81108346946556,UT-ALF-80049,Active,['Adult Day Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244089,False
Emery Valley Senior Village,3434 Main St,Castle Dale,UT,84513,(801) 696-2904,Emery,Central Utah,39.216678067687084,-111.0096476901289,UT-ALF-80050,Active,['Assisted Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244099,False
Moab Desert Care,1478 Highland Dr,Moab,UT,84532,(385) 437-1690,Grand,Central Utah,38.55815571192654,-109.55862215314342,UT-ALF-80051,Active,"['Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244108,False
Pioneer Grand Manor,269 Highland Dr,Moab,UT,84532,(385) 219-8750,Grand,Central Utah,38.55146950399532,-109.5335410224649,UT-ALF-80052,Active,"['Memory Care', 'Adult Day Care', 'Independent Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244118,False
Monticello Heights Retirement,184 100 North,Monticello,UT,84535,(385) 741-7966,San Juan,Central Utah,37.866369797890435,-109.34611252410188,UT-ALF-80053,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244127,False
Utah Monticello Senior Living,4350 Redwood Rd,Monticello,UT,84535,(385) 353-1432,San Juan,Central Utah,37.87854716832048,-109.3499760268325,UT-ALF-80054,Active,"['Assisted Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244136,False
Washington Senior Living,4397 University Ave,St. George,UT,84770,(385) 336-1603,Washington,Southwest Utah,37.097193069890466,-113.55190701228845,UT-ALF-80055,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244146,False
Washington Manor,129 Tabernacle St,St. George,UT,84770,(385) 435-9544,Washington,Southwest Utah,37.076017973155416,-113.54510374919474,UT-ALF-80056,Active,"['Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244155,False
Washington Manor,3987 Brigham St,St. George,UT,84770,(385) 360-2464,Washington,Southwest Utah,37.09597411372574,-113.57727949082103,UT-ALF-80057,Active,['Adult Day Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244163,False
Cedar City Desert Care,4375 Brigham St,Cedar City,UT,84720,(385) 533-2572,Iron,Southwest Utah,37.68404756560055,-113.07283375962064,UT-ALF-80058,Active,"['Assisted Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244174,False
Iron Manor,172 Pioneer Rd,Cedar City,UT,84720,(801) 358-4366,Iron,Southwest Utah,37.68907040672178,-113.05694867120421,UT-ALF-80059,Active,['Independent Living'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244183,False
Pioneer Iron Manor,4142 200 South,Cedar City,UT,84720,(801) 741-1182,Iron,Southwest Utah,37.65429599580019,-113.04946870988162,UT-ALF-80060,Active,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244192,False
Iron Springs Senior Care,1678 400 East,Cedar City,UT,84720,(801) 345-5789,Iron,Southwest Utah,37.667764503278356,-113.06959673821387,UT-ALF-80061,Active,"['Independent Living', 'Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244201,False
Kanab Gardens Senior Community,1996 Main St,Kanab,UT,84741,(385) 239-2027,Kane,Southwest Utah,37.06262038924907,-112.53081657060433,UT-ALF-80062,Active,"['Assisted Living', 'Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244210,False
Panguitch Heights Retirement,797 Redwood Rd,Panguitch,UT,84759,(385) 965-3666,Garfield,Southwest Utah,37.804569554442885,-112.43718169838411,UT-ALF-80063,Active,"['Independent Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244220,False
Panguitch Pines Community,3787 Zion Park Blvd,Panguitch,UT,84759,(801) 958-5365,Garfield,Southwest Utah,37.82882161983233,-112.44635888085465,UT-ALF-80064,Active,"['Memory Care', 'Independent Living', 'Assisted Living']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244229,False
Loa Heights Retirement,395 State St,Loa,UT,84747,(801) 201-5399,Wayne,Southwest Utah,38.38064627411462,-111.61793374461747,UT-ALF-80065,Active,"['Memory Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244240,False
Pioneer Piute Manor,4214 Highland Dr,Junction,UT,84740,(385) 664-4723,Piute,Southwest Utah,38.235101847091144,-112.22631268622787,UT-ALF-80066,Active,"['Independent Living', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244255,False
Beaver Mountain Manor,1624 Main St,Beaver,UT,84713,(385) 557-9380,Beaver,Southwest Utah,38.26460078882046,-112.66600260786939,UT-ALF-80067,Active,['Adult Day Care'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244272,False
Wasatch Sanpete Care Center,412 Foothill Dr,Manti,UT,84642,(385) 999-3661,Sanpete,Central Utah,39.25127518912544,-111.63215868585841,UT-ALF-80068,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244285,False
Zion Sanpete Senior Village,1421 Main St,Manti,UT,84642,(385) 930-4460,Sanpete,Central Utah,39.25943715816814,-111.63539414043112,UT-ALF-80069,Active,"['Memory Care', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244296,False
Wasatch Sevier Care Center,4726 Pioneer Rd,Richfield,UT,84701,(385) 460-1851,Sevier,Central Utah,38.77606986105732,-112.08130224352307,UT-ALF-80070,Active,"['Adult Day Care', 'Assisted Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244306,False
Zion Sevier Senior Village,4781 400 East,Richfield,UT,84701,(801) 414-8157,Sevier,Central Utah,38.775472493299155,-112.06615047462377,UT-ALF-80071,Active,"['Adult Day Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244315,False
Sevier Memory Care Center,706 Brigham St,Richfield,UT,84701,(801) 252-9135,Sevier,Central Utah,38.76241396132716,-112.0704422170219,UT-ALF-80072,Active,"['Skilled Nursing', 'Assisted Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244324,False
Fillmore Pines Community,328 Tabernacle St,Fillmore,UT,84631,(801) 822-5238,Millard,Central Utah,38.96700499299985,-112.30399599991549,UT-ALF-80073,Active,"['Adult Day Care', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244334,False
Fillmore Gardens Senior Community,4778 Temple Dr,Fillmore,UT,84631,(801) 543-2815,Millard,Central Utah,38.94617474021704,-112.29630711529586,UT-ALF-80074,Active,['Skilled Nursing'],Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244342,False
Nephi Gardens Senior Community,1316 University Ave,Nephi,UT,84648,(385) 267-7981,Juab,Central Utah,39.71128531438473,-111.825899293362,UT-ALF-80075,Active,"['Memory Care', 'Independent Living', 'Skilled Nursing']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244352,False
Wasatch Daggett Care Center,4215 Tabernacle St,Manila,UT,84046,(801) 392-8826,Daggett,Northern Utah,40.97373670126874,-109.74528707712307,UT-ALF-80076,Active,"['Adult Day Care', 'Memory Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244361,False
Daggett Manor,3945 Pioneer Rd,Manila,UT,84046,(801) 555-1052,Daggett,Northern Utah,40.9688701141997,-109.7219301241366,UT-ALF-80077,Active,"['Skilled Nursing', 'Assisted Living', 'Adult Day Care']",Contact for Availability,estimated,False,False,0,0,0,Senior Living,utah_government_records,2025-07-10T18:38:45.244370,False
