Property_ID,Property_Name,Address,City,State,Zip_Code,County,Latitude,Longitude,Total_Units,Assisted_Units,Phone,Client_Group,Client_Type,Program_Type,Source
800073244,DEVELOPMENTAL PATHWAYS,6683 South Washington,SOUSTHGLENN,,,Arapahoe,,,12,0,303-360-6600,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800210198,New Mill Drive,1424 New Mill Drive,,,,Chesapeake,,,0,0,,,,Section 202 - Elderly Housing,HUD
800064858,UNION TOWN VOLUNTEER,1030 RIVER VIEW ROAD,,,,Union,,,5,0,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800008807,QUINCY TOWER,5 OAK ST W,,,,Suffolk,,,162,0,,Elderly,Elderly,Elderly Housing,HUD
800015155,SMITH-WOODWARD PLAZA,1660 Fulton ST,New York,,,Kings,,,140,0,,Elderly,Elderly,Elderly Housing,HUD
800014989,SCHEUER HOUSE,3601 SURF AVE,New York,,,Kings,,,196,0,,Elderly,Elderly,Elderly Housing,HUD
800009481,TABCO TOWERS,305 E JOPPA RD,Towson,,,Baltimore County,,,200,0,(410)821-9220,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800112441,Colonial Beach Group Home,404 Santa Maria Avenue,COLONIAL BEACH,,,Westmoreland,,,4,0,804-224-3881,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800020294,KC HOME OF NEWBERN,807 E Highway 77,,,,Dyer,,,9,0,901-627-9279,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800017253,SPRINGBORO GLEN,301 SHERMAN DR,,,,Warren,,,54,0,937-746-0934,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800015423,MAYFIELD APARTMENTS,22 MAYFIELD DRIVE,POTSDAM,,,St. Lawrence,,,147,0,315-265-4070,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800018391,Elders Place I and II,53 E WISTER ST,,,,Philadelphia,,,87,0,215-842-3000,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800021779,Cumberland Mountain Home,P. O. Box 810,,,,Tazewell,,,15,0,(276)963-5550,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800022588,Lake Woods I,12310 19TH PL W,,,,Snohomish,,,60,0,(425)775-9349,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800018651,MARY FIELD,2100 S 58TH ST,Philadelphia,,,Philadelphia,,,100,0,(215) 726-3232,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800014390,Pinewood Hall,250 W Second AVE,Roselle,,,Union,,,170,0,,Elderly,Elderly,Elderly Housing,HUD
800014354,Federation  Apartments,510 E 27TH ST,Paterson,,,Passaic,,,142,0,,Elderly,Elderly,Elderly Housing,HUD
800022530,Harmony House East,514 POWELL ST,,,,Snohomish,,,12,0,(425) 349-7951,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800024159,TRENT CENTER WEST,465 GREENWOOD AVENUE,Trenton,,,Mercer,,,246,0,,Elderly,Elderly,Elderly Housing,HUD
800014501,WAYNE SENIOR CITIZENS,100 RUNNYMEDE DR,,,,Passaic,,,240,0,,Elderly,Elderly,Elderly Housing,HUD
800009073,808 Memorial Drive,808-810 MEMORIAL DR,,,,Middlesex,,,300,0,,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800014491,John P. Renna House,10 GASTON ST,,,,Essex,,,183,0,973-736-3130,Elderly,Elderly,Elderly Housing,HUD
800213326,The Owen House,3 Union St,Fair Haven,,,Rutland,,,8,0,,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800213398,VILLAGE AT CRYSTAL LAKE,20 Sheila Ave,,,,Middlesex,,,51,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800215474,ACT ONE GROUP HOME,343 Archwood St N,Jackson,,,Madison,,,3,0,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800211360,SILVER LAKES VILLAGE APARTMENTS,5102 Cinderlane Parkway,Orlando,,,Orange,,,104,0,407-822-5100,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800211496,DEVELOPMENTAL PATHWAYS OF AURORA,11204 E Colorado Dr,Aurora,,,Arapahoe,,,16,0,,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800211205,Inverness Homes/Freddy Gray House,813 WEST GRAND AVENUE,,,,Sunflower,,,14,0,662-836-6670,Family & Elderly,Family,Section 202 - Elderly Housing,HUD
800226072,Kings Fork Road,401 Kings Fork Road,,,,Suffolk,,,0,0,877-833-0784,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800217783,GREENWAY PRESBYTERIAN APARTMENTS,2001 S 59th St,Philadelphia,,,Philadelphia,,,68,0,215) 689-0518,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800217717,Alleluia House,1592 W. Orangewood Avenue,Anaheim,,,Orange,,,6,0,,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800222647,"Developmental Pathways, Inc.",1179 Lima Street,Aurora,,,Arapahoe,,,18,0,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800217611,South Suburban Elderly,166 W 151st St,Harvey,,,Cook,,,60,0,708 589-2105,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800221307,HARVEY III,174 W. 151 ST,Harvey,,,Cook,,,60,0,708-589-2110,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800235665,Reseda Ranch,19013 Arminta Street,Los Angeles,,,Los Angeles,,,6,0,,Family & Elderly,Family,Section 202 - Elderly Housing,HUD
800235861,Oscar Eason Senior Apartments,1602 E. Commerce,San Antonio,,,Bexar,,,32,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800235690,Capitol Oaks Senior Residences,1374 Murphy Avenue,Atlanta,,,Fulton,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253468,Edgewood V,435 Edgewood St NE,Washington,,,District Of Columbia,,,151,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253660,"Eastern West Virginia Community Action Agency, Inc",Maple Avenue,Moorefield,,,Hardy,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253467,150 River Street,150 River Street,,,,Suffolk,,,30,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800254164,Little Havana Senior,300/318 NW 12 Ave,,,,Miami-Dade,,,0,0,,,,Section 202 - Elderly Housing,HUD
800254949,Central Avenue Senior Apartments,14519 Central Avenue,Baldwin Park,,,Los Angeles,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253440,Mission Paradise Senior Affordable Housing,28000 - 28090 Mission Blvd,Hayward,,,Alameda,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253457,A.C.T.S. COMMUNITY APARTMENTS,410 Branch St,ABBEVILLE,,,Abbeville,,,40,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253458,AHEPA 192-IV Apartments (NEW PRAC/202/221d4),6705 SE 5th Street,Des Moines,,,Polk,,,90,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253477,St. Croix Apartments,604 Main Street,Calais,,,Washington,,,26,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800254163,Buen Vecino Apartments,White Birch Dr,Buenaventura Lakes,,,Osceola,,,60,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253435,1535 N. Pulaski Road Elderly,1535 N Pulaski Rd,Chicago,,,Cook,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253449,THE ARCH AT SAINT MICHAEL,3146 SCRANTON ROAD,,,,Cuyahoga,,,0,0,(216) 574-7100,,,Section 202 - Elderly Housing,HUD
800253443,AHEPA 100-II APARTMENTS,53871 Generations Dr,,,,St. Joseph,,,72,0,,,,Section 202 - Elderly Housing,HUD
800253470,Park Heights Place Elderly Housing,5430 Park Heights Ave,Baltimore,,,Baltimore City,,,84,0,410-332-7400,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253471,Nicholas Angelo DiLella Senior Housing,400 Harmony Road,,,,Gloucester,,,55,0,,,,Section 202 - Elderly Housing,HUD
800253472,The Mews at St Mary,32 Caroll Ave,Williamstown,,,Gloucester,,,0,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800254165,Christopher Homes of Jacksonville (Pre-App/202),1900 General Samuels Rd,Jacksonville,,,Pulaski,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253270,Hancock Manor,2739-47 N. 5th Street,,,,Philadelphia,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253445,ROOSEVELT SENIOR HOUSING,226 N. 17th St.,Louisville-Jefferson County,,,Jefferson,,,36,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253447,DILLARD SCHOOL APARTMENTS,403 Dillard School Dr.,Yanceyville,,,Caswell,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253474,The Prichard,605 9th St,Huntington,,,Cabell,,,108,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253442,GARDEN PLACE APARTMENTS,120 Tyler Ln,,,,Estill,,,30,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253453,Imperial Senior,307-321 Imperial Avenue,,,,Imperial,,,0,0,(949) 340-0437,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253456,Tahoma Place,1347 Tacoma Avenue S,Tacoma,,,Pierce,,,0,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253437,Greens at Irvington Mews Phase II,200 South Woodington Road,BALTIMORE,,,Baltimore City,,,59,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253438,Flats Phase V,401 Bayard Ave,Wilmington,,,New Castle,,,0,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253433,COLLINGWOOD PHASE V,Division Street & Nebraska Ave,Toledo,,,Lucas,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253450,FORD CITY MOTOR LOFTS,419 S. Main St.,Salisbury,,,Rowan,,,64,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800252722,La Vista De Lopez (IE 221D4/202 PRAC),809 E. 9th St,Austin,,,Travis,,,27,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253308,Vista del Sol Apartments,4955 E. Vegas Valley Drive,Paradise,,,Clark,,,0,0,,Wholly physically disabled,Disabled,Section 202 - Elderly Housing,HUD
800253430,Heritage Senior Apartments,15627 N.Nash Street,Surprise,,,Maricopa,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253459,Crossroads Senior Living at Bevo Mill (NEW 202 PR,4900 Gravois Ave,ST. LOUIS,,,St. Louis City,,,64,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253460,Eden Court East (RAD for PRAC Approved),1220 Jefferson Ave,Seguin,,,Guadalupe,,,60,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800253466,Villa Maria,2006 N Market Street,Wilmington,,,New Castle,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253264,Burnt Hill Road Group Home,148 Burnt Hill Road,,,,Somerset,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253276,APPALACHIAN HOUSING AND REDEVELOPMENT C,199 East 12th Street,Rome,,,Floyd,,,0,0,,,,Section 202 - Elderly Housing,HUD
800000183,CAMELLIA GARDENS,265 EVELYN DR,Montgomery,,,Montgomery,,,50,50,334-244-6582,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000153,BAPTIST OAKS,800 CONTI ST,Mobile,,,Mobile,,,53,52,251-432-2312,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000185,CAPITOL HEIGHTS PLACE,135 S PANAMA ST,Montgomery,,,Montgomery,,,92,92,(334)264-8378,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800000157,BAY MINETTE ROTARY VIL,2211 MCMILLAN AVE,Bay Minette,,,Baldwin,,,50,49,251 937 2811,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800253282,Vegas Valley Senior Supportive Housing,4955 Vegas Valley Dr,Sunrise Manor,,,Clark,,,0,0,,,,Section 202 - Elderly Housing,HUD
800253284,Lightfighter Village,229 Hayes Circle,,,,Monterey,,,0,0,,,,Section 202 - Elderly Housing,HUD
800250049,New Samaritan Parkville 202,126 and 130 New Park Avenue,Hartford,,,Hartford,,,22,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000048,MHPI VII,333 MARKET ST,Boston,,,Suffolk,,,18,18,,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000327,LAKEWOOD APARTMENTS,1230 PINE AVENUE,,,,Barbour,,,50,50,334-687-7311,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000152,BANKHEAD TOWERS,2300  5th Avenue North,,,,Jefferson,,,251,251,(205) 252-1900,Elderly,Elderly,Elderly Housing,HUD
800250500,DILLON GRADED SCHOOL,301 Martin Luther King Blvd,,,,Dillon,,,33,0,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000078,WESTLAND MEADOWS,4300 LEISURE LN,Westwood,,,Kalamazoo,,,150,150,269-344-5418,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000172,BRENT GARDENS,57 STEELE ST Building 3,,,,Bibb,,,50,50,205-926-7547,Elderly,Elderly,Elderly Housing,HUD
800000116,SMITH HALL,8619 TEAL ST,Juneau,,,Juneau,,,25,24,(907) 789-5535,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000101,DOUGLAS TERRACE APARTMENTS,2460 DOUGLAS HWY,Juneau,,,Juneau,,,15,15,(907) 463-6856,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000038,"HILL MANOR, II",4132 WINTERTIME DRIVE,Groveport,,,Franklin,,,4,4,(614) 491-1202,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000098,GOLDEN TOWERS APARTMENTS,330 3rd Ave,Fairbanks,,,Fairbanks North Star,,,96,96,907-456-1852,Elderly,Elderly,Elderly Housing,HUD
800000097,GLACIER VIEW APARTMENTS,200 Lowell Canyon Rd,Seward,,,Kenai Peninsula,,,30,30,907-224-3737,Elderly,Elderly,Elderly Housing,HUD
800000112,PETERSBURG ELDERLY,16 North 12th. ST,Petersburg,,,Petersburg,,,24,24,(907)772-3445,Elderly,Elderly,Elderly Housing,HUD
800000108,MULDOON MANOR,2040 MULDOON RD,Anchorage,,,Anchorage,,,20,19,907-338-8700,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800000111,MOORE STREET SENIOR APARTMENTS,1420 Moore Street,Fairbanks,,,Fairbanks North Star,,,20,19,(907) 479-4450,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000298,HILLCREST APTS,161 Hillcrest Street,,,,Elmore,,,50,50,334-283-4154,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000121,WOODRIDGE APARTMENTS,903 Cook Street,Kenai,,,Kenai Peninsula,,,24,24,907-283-4755,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000145,ASHLAND HEIGHTS APARTMENTS,10 ASHLAND HEIGHTS DRIVE,,,,Clay,,,40,40,(256)354-2661,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000169,BRADLEY HOMES #3,300 EXECUTIVE PKY,,,,Butler,,,30,29,(334)382-6816,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800000127,AGAPE HOUSE,2100 Avenue H Ensley,,,,Jefferson,,,18,18,205-781-3006,Human Acq. Immunodeficiency Virus,Disabled,Section 202 - Elderly Housing,HUD
800000133,AHEPA 310 III Apartments,20765 BISHOP RD,Fairhope,,,Baldwin,,,50,50,251-928-7352,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000134,AHEPA 310 IV Apartments,100 AHEPA WAY,Saraland,,,Mobile,,,50,50,251-679-0770,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000155,HUTTO TOWER,4426 WEST MAIN ST,,,,Houston,,,98,98,334-793-3930,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000168,BRAD HMS FOR ELD #4,2500 Montague St,Selma,,,Dallas,,,30,29,334-874-7900,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000160,BAYOU PLAZA APARTMENTS,600 South Bayou Street,Mobile,,,Mobile,,,60,60,(251)436-8773,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000162,BEECH CREEK APARTMENTS,100 Beech Creek Ln,,,,Dallas,,,80,80,334-872-5514,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000148,"ATMORE SENIOR HOUSING, INC.",201East Ridgeley Street,,,,Escambia,,,40,40,251-368-5115,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000154,BAPTIST RETIREMENT VILLAGE,1315 Coats St,Gadsden,,,Etowah,,,55,55,256-494-9400,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000147,ASHWOOD Apartments,166 1st St SE,,,,Marion,,,47,47,205-921-3067,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000180,C.A.P.E.,696 Eleven Foot RD,,,,Walker,,,6,6,205-924-0150,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000130,AHEPA 23-II APARTMENTS,285 Sylvest Drive,Montgomery,,,Montgomery,,,71,71,334-274-0076,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000125,ANDALUSIA/ENTERPRISE GROUP HOME,209 OAK ST,Andalusia,,,Covington,,,20,18,334-666-4431,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000126,"Community Options, Inc.",8400 Division Ave,Birmingham,,,Jefferson,,,18,16,205-503-4035,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800000320,KATHERINE VICKERY GROUP HOME,1105 LAY DAM RD,,,,Chilton,,,11,10,(205)280-0825,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000286,HEADLAND APARTMENTS,100 EAST MAIN COURT,Headland,,,Henry,,,25,25,334-983-3571,Elderly,Elderly,Elderly Housing,HUD
800000040,Ken-Ton Presbyterian Village,3735 Delaware Ave,Tonawanda,,,Erie,,,151,150,716-874-6070,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000118,SUNSET VIEW,401 2nd St,,,,Chugach,,,22,22,907-424-7697,Elderly,Elderly,Elderly Housing,HUD
800000045,LHDC MARENGO HOUSING FOR ELDERLY,521 SOUTH SUGAR STREET,Marengo,,,Crawford,,,42,42,812-365-2773,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800000324,SEYMOUR HOUSE,591 Old Cheatham Road,,,,Winston,,,15,14,(205) 489-0098,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000074,VILLAGE DU VIE,1104 TARLETON ST,,,,Iberia,,,20,19,337-276-4144,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000057,PARK HEIGHTS APARTMENTS,5900 Park Heights Ave,BALTIMORE,,,Baltimore City,,,100,99,(410) 367-5959,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000321,KAULTON CIRCLE APARTMENTS,2725 26TH ST,Tuscaloosa,,,Tuscaloosa,,,5,5,(205)469-0366,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000294,HIGHLAND MANOR,2040 S HIGHLAND AVE,Birmingham,,,Jefferson,,,111,111,205-933-7543,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000079,WOLCOTT ESTATES,5770 NEW HARTFORD ST,Wolcott,,,Wayne,,,30,30,315-594-1259,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000218,CULLMAN MANOR,463-469 Harmony Ln.,,,,Cullman,,,50,50,(256)739-4140,Elderly,Elderly,Elderly Housing,HUD
800257115,Treasure Island,tbd,,,,San Francisco,,,0,0,,,,Section 202 - Elderly Housing,HUD
800000322,KELLER COURT APARTMENTS,901-K KELLER LN,Tuscumbia,,,Colbert,,,105,104,256-381-5193,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000268,FUQUA -  WALDING APARTMENTS,1525 MIXON SCHOOL RD,Ozark,,,Dale,,,24,24,334-774-3222,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000269,GENESIS HOUSE,2107 9TH AVE,Haleyville,,,Winston,,,9,8,205-486-8555,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000297,HILLABEE TOWERS,803 TALLAPOOSA STREET,Alexander City,,,Tallapoosa,,,78,78,256-329-0552,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800000070,Mabel Swan North,8 S 8th Ave,Yakima,,,Yakima,,,45,45,(509)248-5151,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000094,FIREWEED HOUSING DEVELOPMENT,1075 Check St Ste 202,Wasilla,,,Matanuska-Susitna,,,25,24,907-357-0322,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000034,GATEWAY VILLAGE,505 SUFFOLK AVE,Capitol Heights,,,Prince George's,,,84,83,(301) 336-0141,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000059,PARKVIEW PLACE,701 Westgate Ave,,,,St. Louis County,,,156,156,314-721-7067,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000050,MJF HOUSING II,2964 N BARTLETT AVE,Milwaukee,,,Milwaukee,,,22,21,414-271-4116,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000091,DAYBREAK APARTMENTS (CMI),2080 HEMMER RD,,,,Matanuska-Susitna,,,20,19,907-745-6019,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000316,JERNIGAN HOUSE,224 GLENWOOD LANE,Birmingham,,,Jefferson,,,4,3,205-969-2880,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800000317,JESS LANIER MANOR,1500 EXETER  AV S,Bessemer,,,Jefferson,,,120,120,(205) 481-4438,Elderly,Elderly,Elderly Housing,HUD
800000082,Andrew Housing Apartments,4612 Camila Ct,Anchorage,,,Anchorage,,,9,9,907-644-6005,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800000083,AYALPIK APARTMENTS,105 Atsaq Street,Bethel,,,Bethel,,,24,23,907-543-3121,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800000071,TELACU Southbay Manor,650 E 14TH ST,National City,,,San Diego,,,76,75,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
