id,name,address,city,state,zipCode,phone,facilityType,licenseNumber,careTypes,county,isCountySeat,source,dataSource,lastUpdate
32,South Mountain Senior Living,7800 Route 66 Way,Flagstaff,AZ,86001,(520) 835-3375,Senior Living,AZ91086,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.553950
33,North Mountain Assisted Living,7800 Route 66 Way,Flagstaff,AZ,86001,(602) 867-5236,Senior Living,AZ46616,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.553973
34,Piestewa Peak Memory Care,7800 Route 66 Way,Flagstaff,AZ,86001,(520) 371-7626,Senior Living,AZ23672,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.553997
35,Shaw Butte Senior Care,7800 Route 66 Way,Flagstaff,AZ,86001,(480) 449-9760,Senior Living,AZ46900,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554022
36,Lookout Mountain Retirement Community,7800 Route 66 Way,Flagstaff,AZ,86001,(623) 449-7809,Senior Living,AZ34367,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554042
37,Camelback Mountain Senior Village,7800 Route 66 Way,Flagstaff,AZ,86001,(602) 528-4903,Senior Living,AZ64868,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554061
38,Papago Park Care Center,7800 Route 66 Way,Flagstaff,AZ,86001,(520) 540-9834,Senior Living,AZ94058,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554080
39,Steele Indian School Manor,7800 Route 66 Way,Flagstaff,AZ,86001,(928) 496-5979,Senior Living,AZ44996,"['Assisted Living', 'Memory Care']",Coconino,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554101
40,Central Phoenix Senior Living,6200 Birch Pkwy,Sedona,AZ,86336,(928) 858-5585,Senior Living,AZ49054,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554122
41,Ahwatukee Assisted Living,6200 Birch Pkwy,Sedona,AZ,86336,(520) 894-7579,Senior Living,AZ16549,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554141
42,Deer Valley Memory Care,6200 Birch Pkwy,Sedona,AZ,86336,(480) 801-2651,Senior Living,AZ46791,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554160
43,Desert Bloom Senior Living,7700 Pine Pkwy,Page,AZ,86040,(928) 674-2873,Senior Living,AZ39422,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554179
44,Saguaro Gardens Assisted Living,7700 Pine Pkwy,Page,AZ,86040,(928) 768-5628,Senior Living,AZ74390,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554250
45,Canyon Vista Memory Care,7700 Pine Pkwy,Page,AZ,86040,(520) 732-3145,Senior Living,AZ45983,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554289
46,Mountain View Senior Living,3400 Birch Pkwy,Williams,AZ,86046,(480) 272-1144,Senior Living,AZ38854,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554314
47,Sunrise Manor Assisted Living,3400 Birch Pkwy,Williams,AZ,86046,(480) 854-4268,Senior Living,AZ61675,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554332
48,Sunset Ridge Memory Care,3400 Birch Pkwy,Williams,AZ,86046,(928) 611-8437,Senior Living,AZ47442,"['Assisted Living', 'Memory Care']",Coconino,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554354
49,Copper Creek Senior Living,4800 Sunset Rd,Globe,AZ,85501,(520) 776-1979,Senior Living,AZ65470,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554445
50,Turquoise Springs Assisted Living,4800 Sunset Rd,Globe,AZ,85501,(623) 428-6943,Senior Living,AZ65176,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554466
51,Adobe Estates Memory Care,4800 Sunset Rd,Globe,AZ,85501,(480) 499-2100,Senior Living,AZ76935,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554485
52,Mesa Heights Senior Care,4800 Sunset Rd,Globe,AZ,85501,(520) 699-7884,Senior Living,AZ13228,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554528
53,Sedona Winds Retirement Community,4800 Sunset Rd,Globe,AZ,85501,(520) 543-7072,Senior Living,AZ61246,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554546
54,Flagstaff Pines Senior Village,4800 Sunset Rd,Globe,AZ,85501,(602) 270-6478,Senior Living,AZ17230,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554565
55,Phoenix Rising Care Center,4800 Sunset Rd,Globe,AZ,85501,(928) 442-4246,Senior Living,AZ78452,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554585
56,Tucson Trails Manor,4800 Sunset Rd,Globe,AZ,85501,(480) 212-8134,Senior Living,AZ13493,"['Assisted Living', 'Memory Care']",Gila,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554604
57,Scottsdale Oaks Senior Living,2400 Main Street Ave,Payson,AZ,85001,(520) 312-6960,Senior Living,AZ95738,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554624
58,Camelback Commons Assisted Living,2400 Main Street Ave,Payson,AZ,85001,(480) 642-6046,Senior Living,AZ68455,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554642
59,Superstition Manor Memory Care,2400 Main Street Ave,Payson,AZ,85001,(623) 863-6085,Senior Living,AZ79729,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554661
60,Grand Canyon Views Senior Living,1800 Mountain View Rd,Winkelman,AZ,85001,(623) 729-3820,Senior Living,AZ98575,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554680
61,Painted Desert Assisted Living,1800 Mountain View Rd,Winkelman,AZ,85001,(480) 753-3459,Senior Living,AZ55538,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554699
62,Sonoran Springs Memory Care,1800 Mountain View Rd,Winkelman,AZ,85001,(928) 513-1717,Senior Living,AZ89997,"['Assisted Living', 'Memory Care']",Gila,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554717
63,Catalina Foothills Senior Living,3400 Main Street Rd,Safford,AZ,85546,(623) 610-7414,Senior Living,AZ43194,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554810
64,McDowell Mountains Assisted Living,3400 Main Street Rd,Safford,AZ,85546,(623) 536-6650,Senior Living,AZ99249,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554830
65,Salt River Memory Care,3400 Main Street Rd,Safford,AZ,85546,(480) 239-6379,Senior Living,AZ56640,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554851
66,Verde Valley Senior Care,3400 Main Street Rd,Safford,AZ,85546,(520) 849-4547,Senior Living,AZ11223,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554870
67,Chiricahua Retirement Community,3400 Main Street Rd,Safford,AZ,85546,(928) 769-1910,Senior Living,AZ93329,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554890
68,Huachuca Heights Senior Village,3400 Main Street Rd,Safford,AZ,85546,(602) 380-6977,Senior Living,AZ51718,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554910
69,Dragoon Mountains Care Center,3400 Main Street Rd,Safford,AZ,85546,(623) 713-3691,Senior Living,AZ90341,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554950
70,Rincon Ridge Manor,3400 Main Street Rd,Safford,AZ,85546,(520) 239-1174,Senior Living,AZ83820,"['Assisted Living', 'Memory Care']",Graham,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554972
71,Santa Rita Senior Living,5500 Main Street Pkwy,Thatcher,AZ,85001,(602) 880-4011,Senior Living,AZ63369,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.554997
72,Baboquivari Assisted Living,5500 Main Street Pkwy,Thatcher,AZ,85001,(602) 727-1000,Senior Living,AZ10904,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555031
73,Four Peaks Memory Care,5500 Main Street Pkwy,Thatcher,AZ,85001,(480) 480-9418,Senior Living,AZ64628,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555050
74,White Tank Senior Living,4400 Arizona Avenue Pkwy,Pima,AZ,85001,(480) 471-8639,Senior Living,AZ40764,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555070
75,South Mountain Assisted Living,4400 Arizona Avenue Pkwy,Pima,AZ,85001,(520) 809-8513,Senior Living,AZ57810,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555102
76,North Mountain Memory Care,4400 Arizona Avenue Pkwy,Pima,AZ,85001,(602) 451-8638,Senior Living,AZ82934,"['Assisted Living', 'Memory Care']",Graham,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555124
77,Piestewa Peak Senior Living,3300 Mountain View Pkwy,Clifton,AZ,85533,(928) 247-9217,Senior Living,AZ31786,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555232
78,Shaw Butte Assisted Living,3300 Mountain View Pkwy,Clifton,AZ,85533,(602) 694-3012,Senior Living,AZ26867,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555262
79,Lookout Mountain Memory Care,3300 Mountain View Pkwy,Clifton,AZ,85533,(480) 758-7920,Senior Living,AZ93770,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555286
80,Camelback Mountain Senior Care,3300 Mountain View Pkwy,Clifton,AZ,85533,(602) 301-3525,Senior Living,AZ19707,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555306
81,Papago Park Retirement Community,3300 Mountain View Pkwy,Clifton,AZ,85533,(928) 891-1306,Senior Living,AZ77106,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555324
82,Steele Indian School Senior Village,3300 Mountain View Pkwy,Clifton,AZ,85533,(623) 605-8634,Senior Living,AZ54294,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555357
83,Central Phoenix Care Center,3300 Mountain View Pkwy,Clifton,AZ,85533,(520) 730-7008,Senior Living,AZ61020,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555396
84,Ahwatukee Manor,3300 Mountain View Pkwy,Clifton,AZ,85533,(623) 696-6609,Senior Living,AZ51007,"['Assisted Living', 'Memory Care']",Greenlee,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555417
85,Deer Valley Senior Living,7500 Sunset Way,Duncan,AZ,85001,(520) 543-6393,Senior Living,AZ26797,"['Assisted Living', 'Memory Care']",Greenlee,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555446
86,Desert Bloom Assisted Living,7500 Sunset Way,Duncan,AZ,85001,(928) 253-8194,Senior Living,AZ30878,"['Assisted Living', 'Memory Care']",Greenlee,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555478
87,Saguaro Gardens Memory Care,7500 Sunset Way,Duncan,AZ,85001,(928) 772-1418,Senior Living,AZ58075,"['Assisted Living', 'Memory Care']",Greenlee,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555513
88,Canyon Vista Senior Living,900 Desert Road Rd,Parker,AZ,85344,(623) 253-9148,Senior Living,AZ68388,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555606
89,Mountain View Assisted Living,900 Desert Road Rd,Parker,AZ,85344,(480) 844-7824,Senior Living,AZ87875,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555629
90,Sunrise Manor Memory Care,900 Desert Road Rd,Parker,AZ,85344,(928) 302-9008,Senior Living,AZ59803,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555648
91,Sunset Ridge Senior Care,900 Desert Road Rd,Parker,AZ,85344,(928) 395-2086,Senior Living,AZ81929,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555667
92,Copper Creek Retirement Community,900 Desert Road Rd,Parker,AZ,85344,(623) 835-4528,Senior Living,AZ95395,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555686
93,Turquoise Springs Senior Village,900 Desert Road Rd,Parker,AZ,85344,(520) 573-1206,Senior Living,AZ17512,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555705
94,Adobe Estates Care Center,900 Desert Road Rd,Parker,AZ,85344,(623) 453-8995,Senior Living,AZ84795,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555762
95,Mesa Heights Manor,900 Desert Road Rd,Parker,AZ,85344,(928) 223-2450,Senior Living,AZ14410,"['Assisted Living', 'Memory Care']",La Paz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555784
96,Sedona Winds Senior Living,1300 Mountain View Rd,Quartzsite,AZ,85001,(480) 853-7943,Senior Living,AZ66722,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555804
97,Flagstaff Pines Assisted Living,1300 Mountain View Rd,Quartzsite,AZ,85001,(520) 846-6833,Senior Living,AZ67596,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555824
98,Phoenix Rising Memory Care,1300 Mountain View Rd,Quartzsite,AZ,85001,(602) 591-8238,Senior Living,AZ51924,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555843
99,Tucson Trails Senior Living,7100 Mountain View Ave,Salome,AZ,85001,(480) 379-6511,Senior Living,AZ22821,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555863
100,Scottsdale Oaks Assisted Living,7100 Mountain View Ave,Salome,AZ,85001,(928) 629-6219,Senior Living,AZ88067,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555883
101,Camelback Commons Memory Care,7100 Mountain View Ave,Salome,AZ,85001,(602) 363-3170,Senior Living,AZ20727,"['Assisted Living', 'Memory Care']",La Paz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.555902
102,Superstition Manor Senior Living,4600 Thomas Rd,Phoenix,AZ,85001,(623) 656-4176,Senior Living,AZ34265,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556030
103,Grand Canyon Views Assisted Living,4600 Thomas Rd,Phoenix,AZ,85001,(602) 584-4967,Senior Living,AZ43795,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556051
104,Painted Desert Memory Care,4600 Thomas Rd,Phoenix,AZ,85001,(602) 652-6938,Senior Living,AZ12111,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556070
105,Sonoran Springs Senior Care,4600 Thomas Rd,Phoenix,AZ,85001,(602) 408-6618,Senior Living,AZ31856,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556091
106,Catalina Foothills Retirement Community,4600 Thomas Rd,Phoenix,AZ,85001,(602) 631-2745,Senior Living,AZ11924,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556111
107,McDowell Mountains Senior Village,4600 Thomas Rd,Phoenix,AZ,85001,(623) 415-4890,Senior Living,AZ18795,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556129
108,Salt River Care Center,4600 Thomas Rd,Phoenix,AZ,85001,(928) 427-3212,Senior Living,AZ57869,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556148
109,Verde Valley Manor,4600 Thomas Rd,Phoenix,AZ,85001,(623) 612-7006,Senior Living,AZ74503,"['Assisted Living', 'Memory Care']",Maricopa,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556166
110,Chiricahua Senior Living,3600 Thomas Way,Mesa,AZ,85201,(602) 492-7583,Senior Living,AZ25185,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556186
111,Huachuca Heights Assisted Living,3600 Thomas Way,Mesa,AZ,85201,(623) 362-9722,Senior Living,AZ52220,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556207
112,Dragoon Mountains Memory Care,3600 Thomas Way,Mesa,AZ,85201,(520) 839-3488,Senior Living,AZ85084,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556225
113,Rincon Ridge Senior Living,9800 Thomas Blvd,Chandler,AZ,85225,(480) 203-6745,Senior Living,AZ48102,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556244
114,Santa Rita Assisted Living,9800 Thomas Blvd,Chandler,AZ,85225,(928) 716-9549,Senior Living,AZ40820,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556263
